condition,rate_legitimate,rate_fraud,lift_fraud_over_legit
dest_zero_before,0.42462093237876525,0.6519394677335189,1.5353446286345198
dest_zero_after,0.38327302648218275,0.499043311880327,1.3020569604407737
dest_zero_both,0.3640110294654891,0.497303878935467,1.3661780514335076
dest_not_credited,0.6020683057990124,0.5150460949730388,0.8554612325747901
dest_balance_unchanged,0.36401395207150944,0.498347538702383,1.3690341698894117
