learner,csl_variant,level,n_cells,n_rows,prevalence_mean,negative_retention,pr_auc_mean,pr_auc_std,pr_auc_min,pr_auc_max,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,ner_mean,ner_std,ner_min,ner_max,alert_rate_mean
random_forest,weighted,natural,4,16,0.0012908714849422,1.0,0.7701120573414743,0.014481269695478569,0.7431441415220481,0.7884614067650182,0.028719248962927563,0.0055909613372338695,0.0206572421095651,0.0392421711157715,0.9046773538961039,0.013251396927935071,0.1363962123882746,0.009868199192131477,0.1224860989153904,0.1527099984238569,0.04218999176440754
random_forest,weighted,prev_0.2581pct,4,1600,0.0025784145680423,0.5,0.7927655181339694,0.013460460666035396,0.7639876482801662,0.8133749046390959,0.05578201412403834,0.01021775010855368,0.04003600360036,0.0763010574331329,0.9046773538961039,0.012834621350027822,0.1158593374500044,0.010536287419307457,0.0980264630546139,0.1314612753089231,0.04330173362800924
random_forest,weighted,prev_1.2765pct,4,1600,0.012760492190413,0.0999997901720798,0.8502587244865863,0.011102109699812264,0.8264538018774463,0.8663761192290598,0.22691643044902998,0.033994469530799876,0.1700565835754702,0.3000815438977983,0.9046773538961039,0.012834621350027822,0.0994305659668589,0.012297480294004104,0.0785006498220473,0.1179940034162485,0.052100826790819024
random_forest,weighted,prev_10pct,4,1600,0.1,0.011632859891602797,0.9336157718850235,0.005897174686635298,0.921113514901392,0.944030459079246,0.7123382354536356,0.04013785632652598,0.6226203807390818,0.8017429193899782,0.9046773538961039,0.012834621350027822,0.095800912865032,0.012771048000036079,0.0743850381031907,0.1148802803518676,0.12747128652597398
random_forest,weighted,prev_11.32pct,4,1600,0.11445559271646219,0.0100003986730482,0.9387446042509662,0.0055174538074183425,0.9269068086222112,0.9485840041057464,0.7421282714000533,0.03762110633534939,0.6579861111111112,0.8238805970149253,0.9046773538961039,0.012834621350027822,0.0957337292804747,0.01277994644029172,0.0743084539442622,0.1148257272523569,0.13994861343366774
random_forest,weighted,prev_1pct,4,1600,0.01,0.1279614588076318,0.8407333785363172,0.01157280314851269,0.8159064368757877,0.8578533226827865,0.18678175804734426,0.02942710540448404,0.1375726834096251,0.2478114478114478,0.9046773538961039,0.012834621350027822,0.1005798666692324,0.012152894310179518,0.0798718209962878,0.1189885483842516,0.049721946022727226
random_forest,weighted,prev_50pct,4,1600,0.5,0.0012925399879558,0.9855331692958638,0.001549710337951435,0.9807141228817664,0.9890406651113984,0.9567383821904493,0.009625407827419497,0.9251423921887714,0.9830810329474622,0.9046773538961039,0.012834621350027822,0.09537573374454372,0.012827437755235106,0.0739076984824719,0.1145078505379002,0.47287565949675325
xgboost,unweighted,natural,4,16,0.0012908714849422,1.0,0.833725526719811,0.010432536719174271,0.815903493251223,0.8439716501478841,0.04259088235470952,0.010605585637668665,0.0296579518445799,0.0651991362763915,0.9109679383116883,0.013786659980398994,0.11712002323026291,0.009148382879777605,0.1075859415976361,0.1340449985770076,0.02922875667701176
xgboost,unweighted,prev_0.2581pct,4,1600,0.0025784145680423,0.5,0.8501409642660634,0.009819699530275889,0.8315821290059142,0.8630060720607686,0.0815108816494992,0.01878781295498193,0.0565461530883656,0.1242711786898365,0.9109679383116884,0.013353049606187387,0.10307645816439653,0.010798902345704865,0.0876614710994142,0.1260319875373373,0.03036633055191043
xgboost,unweighted,prev_1.2765pct,4,1600,0.012760492190413,0.0999997901720798,0.8907791668769213,0.008329354417845141,0.8738064385989662,0.9011223124008456,0.3041973368176948,0.05208303585573862,0.227236737925574,0.4206656346749226,0.9109679383116884,0.013353049606187387,0.09184390743945178,0.012810389116554907,0.0719942405591633,0.1194405043791481,0.039385208652690844
xgboost,unweighted,prev_10pct,4,1600,0.1,0.011632859891602797,0.9493043966695093,0.004514078186584052,0.9380489804282868,0.9566588154283288,0.7851467937388779,0.04126044414101306,0.7017114914425427,0.8801619433198381,0.9109679383116884,0.013353049606187387,0.08935927734262807,0.013288576415350145,0.0685773281532708,0.1179224594754557,0.11641350446428568
xgboost,unweighted,prev_11.32pct,4,1600,0.11445559271646219,0.0100003986730482,0.9530585788666904,0.004203085501039298,0.9419461969093632,0.9596335541638258,0.809258699402059,0.03778546354933562,0.7279644895370958,0.8909836065573771,0.9109679383116884,0.013353049606187387,0.08931350519394245,0.013297620261475641,0.0685301187402327,0.1178983302199028,0.12918844063545146
xgboost,unweighted,prev_1pct,4,1600,0.01,0.1279614588076318,0.8842319427624189,0.008645512690195456,0.8668846694585695,0.8951133599986127,0.2552327163433273,0.04689874552003387,0.1877657834478246,0.3623333333333333,0.9109679383116884,0.013353049606187387,0.09262960058691937,0.012661594469552681,0.0731031372165253,0.1198905674501115,0.036943876826298655
xgboost,unweighted,prev_50pct,4,1600,0.5,0.0012925399879558,0.9885662607094126,0.001262616586545195,0.9843930449187862,0.991406032896349,0.9701291155922733,0.008265459525434742,0.944078947368421,0.990036231884058,0.9109679383116884,0.013353049606187387,0.08906849948694157,0.013345996486120714,0.0682185366141811,0.1177294254310331,0.4695799512987013
xgboost,weighted,natural,4,16,0.0012908714849422,1.0,0.815818172649719,0.012131105380068327,0.793669041176051,0.8283351647239208,0.04442536819431101,0.013738019510557435,0.022578527521932,0.0675872553366694,0.899705762987013,0.017644266238638552,0.1281587406665578,0.011679868899961478,0.115171063051713,0.1493712949823744,0.028991040387931974
xgboost,weighted,prev_0.2581pct,4,1600,0.0025784145680423,0.5,0.8355051976901148,0.011488366850606592,0.8122917060265475,0.8496177165746341,0.08476052014543037,0.02437411668028024,0.0436672822406894,0.1291923961738709,0.899705762987013,0.017089328574454565,0.1142265635880097,0.01361412478059477,0.100546407981311,0.1418314271711528,0.030113721267525113
xgboost,weighted,prev_1.2765pct,4,1600,0.012760492190413,0.0999997901720798,0.8807025845465256,0.00962495413038368,0.8616422410492283,0.8925938397071345,0.3115436085928799,0.06843205859345394,0.1806174411203055,0.4328600405679513,0.899705762987013,0.017089328574454565,0.10308070508187393,0.01633318240494101,0.0837495040945496,0.1355892936694457,0.038990948802668055
xgboost,weighted,prev_10pct,4,1600,0.1,0.011632859891602797,0.9437889006650505,0.005389011768247274,0.9320213173020186,0.9527281936524016,0.7872989472228988,0.056514899503835966,0.6467236467236467,0.8825475599669148,0.899705762987013,0.017089328574454565,0.10061797687426846,0.01700036200493001,0.0792667080520632,0.1341383910420742,0.11501836444805191
xgboost,weighted,prev_11.32pct,4,1600,0.11445559271646219,0.0100003986730482,0.947962703656182,0.005031695755134456,0.9367613319729584,0.956369867769901,0.8112061882280786,0.05184021857748654,0.6812725090036015,0.8973927670311186,0.899705762987013,0.017089328574454565,0.1005723502879397,0.017013027781404812,0.0791827802066621,0.1341132126884538,0.12760451505016718
xgboost,weighted,prev_1pct,4,1600,0.01,0.1279614588076318,0.8736584917214636,0.009979463337881349,0.8538882745233385,0.8853975083058325,0.2622556177766516,0.06147567823664429,0.146982646982647,0.3724258289703316,0.899705762987013,0.017089328574454565,0.10385924928169774,0.016126195458877952,0.0851941121335161,0.1360393567404091,0.036579596185064886
xgboost,weighted,prev_50pct,4,1600,0.5,0.0012925399879558,0.9875206122593978,0.0013562946742079758,0.9833685038574892,0.9903831056073666,0.970189326793529,0.010929866068132049,0.935696619950536,0.9908003679852806,0.899705762987013,0.017089328574454565,0.10033029975905777,0.017079311543892892,0.0787820247448718,0.1339558479783268,0.46380377435064934
