learner,csl_variant,config,arm,split_seed,model_seed,baseline_model_seed,exact_seed_match,matched_by_determinism,same_test_observations,baseline_pr_auc,csl_pr_auc,delta_pr_auc,baseline_ner,csl_ner,delta_ner,R_train_baseline,R_train_csl,R_eval
xgboost,weighted,E,core_class_constant,42,789,789,True,False,True,0.817807052643664,0.7969956877581315,-0.02081136488553259,0.1255692042321404,0.14350157992610582,0.017932375693965413,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,456,123,123,True,False,True,0.8374490119526069,0.8168826112947853,-0.02056640065782156,0.118858836662697,0.12667243348623214,0.007813596823535135,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,456,42,42,True,False,True,0.8345775848474781,0.817585978020491,-0.016991606826987082,0.12008628140168814,0.13028015068298882,0.010193869281300671,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,456,456,456,True,False,True,0.8357479352888872,0.8153872171997595,-0.02036071808912776,0.11496751528955752,0.13261169123899505,0.017644175949437527,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,456,789,789,True,False,True,0.8334657815065373,0.8155826642678626,-0.01788311723867464,0.1208524593205984,0.13110381235488147,0.010251353034283067,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,789,123,123,True,False,True,0.842337079612535,0.8253448223980756,-0.016992257214459405,0.10923712500406633,0.11517106305171301,0.005933938047646678,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,789,42,42,True,False,True,0.8392160059802548,0.824915587634431,-0.014300418345823851,0.11099710101695061,0.12032883969601468,0.009331738679064075,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,789,456,456,True,False,True,0.8405271506468719,0.824542498861577,-0.015984651785294846,0.10758594159763614,0.11857421749383343,0.010988275896197289,1.0,773.7010836478753,773.7010836478753
xgboost,weighted,E,core_class_constant,789,789,789,True,False,True,0.8398015516993577,0.8234770459056854,-0.016324505793672284,0.11038023135325249,0.12199503543648635,0.011614804083233857,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,123,123,123,True,False,True,0.841324853088602,0.7739986646458832,-0.06732618844271887,0.10979420744644507,0.11420859547381225,0.004414388027367183,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,123,42,42,True,False,True,0.8409199819693604,0.7660144590122523,-0.07490552295710806,0.11235129271843788,0.11234761519093713,-3.6775275007588926e-06,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,123,456,456,True,False,True,0.8426204388549638,0.7685805690635975,-0.07403986979136634,0.10846584402077068,0.11273786830352335,0.004272024282752668,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,123,789,789,True,False,True,0.843971650147884,0.7660973766210406,-0.0778742735268434,0.10819622581741964,0.1151243725034442,0.006928146686024567,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,42,123,123,True,False,True,0.815903493251223,0.7582365636985648,-0.057666929552658175,0.13115723077301708,0.12996335717218638,-0.0011938736008307027,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,42,42,42,True,False,True,0.817257678698113,0.7416676282329409,-0.0755900504651722,0.13137587645252166,0.13549400828044608,0.0041181318279244206,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,42,456,456,True,False,True,0.8166811773286371,0.7487793614684178,-0.06790181586021926,0.1340449985770076,0.14147324008013998,0.007428241503132371,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,42,789,789,True,False,True,0.817807052643664,0.7454754336373203,-0.07233161900634377,0.1255692042321404,0.13162398246122423,0.006054778229083818,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,456,123,123,True,False,True,0.8374490119526069,0.7671738146052047,-0.07027519734740217,0.118858836662697,0.1145350816135399,-0.0043237550491571075,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,456,42,42,True,False,True,0.8345775848474781,0.7557692449308454,-0.07880833991663272,0.12008628140168814,0.12372298553698916,0.003636704135301011,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,456,456,456,True,False,True,0.8357479352888872,0.7767879582810124,-0.05895997700787481,0.11496751528955752,0.1167530915689949,0.001785576279437373,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,456,789,789,True,False,True,0.8334657815065373,0.7599301074865515,-0.07353567401998573,0.1208524593205984,0.12338296944274928,0.0025305101221508725,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,789,123,123,True,False,True,0.842337079612535,0.7600141252787941,-0.08232295433374093,0.10923712500406633,0.10979103741518471,0.0005539124111183791,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,789,42,42,True,False,True,0.8392160059802548,0.7566572797514047,-0.08255872622885008,0.11099710101695061,0.1140434765328087,0.0030463755158580963,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,789,456,456,True,False,True,0.8405271506468719,0.7560800884406044,-0.08444706220626752,0.10758594159763614,0.1116202539005249,0.004034312302888754,1.0,773.7010836478753,773.7010836478753
xgboost,rus,G,core_class_constant,789,789,789,True,False,True,0.8398015516993577,0.7591230909814263,-0.08067846071793139,0.11038023135325249,0.11136732431441755,0.0009870929611650592,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,123,123,123,True,False,True,0.841324853088602,0.8258746273761903,-0.015450225712411725,0.10979420744644507,0.11727711036945358,0.0074829029230085164,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,123,42,42,True,False,True,0.8409199819693604,0.8251221015545366,-0.015797880414823773,0.11235129271843788,0.12077135380830357,0.00842006108986569,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,123,456,456,True,False,True,0.8426204388549638,0.8248055614234127,-0.01781487743155119,0.10846584402077068,0.12205479992074789,0.013588955899977204,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,123,789,789,True,False,True,0.843971650147884,0.8255313279344298,-0.018440322213454152,0.10819622581741964,0.1232187799109189,0.015022554093499257,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,42,123,123,True,False,True,0.815903493251223,0.7971500351313472,-0.018753458119875832,0.13115723077301708,0.1400699687787393,0.008912738005722232,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,42,42,42,True,False,True,0.817257678698113,0.798192057109554,-0.019065621588559067,0.13137587645252166,0.14639668004804002,0.015020803595518356,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,42,456,456,True,False,True,0.8166811773286371,0.8006031054340386,-0.016078071894598533,0.1340449985770076,0.15017521769465733,0.016130219117649724,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,42,789,789,True,False,True,0.817807052643664,0.7966123564389672,-0.021194696204696828,0.1255692042321404,0.13876352809211728,0.013194323859976875,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,456,123,123,True,False,True,0.8374490119526069,0.8157624301091065,-0.021686581843500363,0.118858836662697,0.13049178900564598,0.011632952342948977,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,456,42,42,True,False,True,0.8345775848474781,0.8125521480802687,-0.022025436767209472,0.12008628140168814,0.13119698817921718,0.011110706777529039,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,456,456,456,True,False,True,0.8357479352888872,0.811785437153867,-0.02396249813502027,0.11496751528955752,0.1314768807225125,0.01650936543295499,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,456,789,789,True,False,True,0.8334657815065373,0.8151679794721233,-0.018297802034414,0.1208524593205984,0.13672048950467727,0.01586803018407887,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,789,123,123,True,False,True,0.842337079612535,0.8211865125543415,-0.021150567058193515,0.10923712500406633,0.11699155042288789,0.007754425418821556,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,789,42,42,True,False,True,0.8392160059802548,0.8222828940361061,-0.016933111944148704,0.11099710101695061,0.11898988833782864,0.007992787320878034,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,789,456,456,True,False,True,0.8405271506468719,0.8236572022112875,-0.016869948435584425,0.10758594159763614,0.12007547682844566,0.01248953523080952,1.0,773.7010836478753,773.7010836478753
xgboost,instance_weighted,F,sensitivity,789,789,789,True,False,True,0.8398015516993577,0.821016573243543,-0.018784978455814616,0.11038023135325249,0.11586902685917705,0.005488795505924557,1.0,773.7010836478753,773.7010836478753
