learner,config,variant,level,threshold_rule,split,seed,feature_set,fit_seconds,n_train,pr_auc,roc_auc,brier,threshold,tp,fp,fn,tn,precision,recall,f1,mcc,n_flagged,alert_rate,R,ner,total_risk,ner_severity_weighted,total_risk_severity_weighted,recall_at_100,precision_at_100,recall_at_500,precision_at_500,recall_at_1000,precision_at_1000,recall_at_5000,precision_at_5000
logistic_regression,A,unweighted,none,fixed,val,42,no_origin_balance,9.888451300008455,4453834,0.5422539210330158,0.9578038841784238,0.0007761498552311,0.5,443,30,789,953130,0.9365750528541226,0.359577922077922,0.5196480938416422,0.5800386602485668,473,0.0004956034836838,773.7010836478753,0.6404535508641032,610480.1549981735,0.6034437008382193,455832.0086975527,0.0811688311688311,1.0,0.3717532467532468,0.916,0.502435064935065,0.619,0.6672077922077922,0.1644
logistic_regression,A,unweighted,none,fixed,test,42,no_origin_balance,9.888451300008455,4453834,0.5039687570139619,0.9545552646819798,0.0008164262003653,0.5,420,55,812,953107,0.8842105263157894,0.3409090909090909,0.492091388400703,0.5487205518780807,475,0.0004976980157042,773.7010836478753,0.6591486094846222,628300.2799220745,0.6226914419178871,459964.5877506392,0.0811688311688311,1.0,0.3555194805194805,0.876,0.4756493506493506,0.586,0.6331168831168831,0.156
logistic_regression,B,unweighted,decision,youden,val,42,no_origin_balance,9.888451300008455,4453834,0.5422539210330158,0.9578038841784238,0.0007761498552311,0.002015677280724,1032,57274,200,895886,0.0176997221555243,0.8376623376623377,0.0346669354026,0.1165731149087876,58306,0.0610922975045893,773.7010836478753,0.2224237050564471,212014.216729575,0.2120633934050132,160189.39704358944,0.0811688311688311,1.0,0.3717532467532468,0.916,0.502435064935065,0.619,0.6672077922077922,0.1644
logistic_regression,B,unweighted,decision,youden,test,42,no_origin_balance,9.888451300008455,4453834,0.5039687570139619,0.9545552646819798,0.0008164262003653,0.002015677280724,998,57146,234,896016,0.017164281783159,0.810064935064935,0.0336162759364052,0.1126022573928273,58144,0.0609224282633796,773.7010836478753,0.2498868231012079,238192.05357360275,0.2341455037426361,172956.67300474856,0.0811688311688311,1.0,0.3555194805194805,0.876,0.4756493506493506,0.586,0.6331168831168831,0.156
logistic_regression,C,unweighted,decision,ner_optimal,val,42,no_origin_balance,9.888451300008455,4453834,0.5422539210330158,0.9578038841784238,0.0007761498552311,0.002015677280724,1032,57274,200,895886,0.0176997221555243,0.8376623376623377,0.0346669354026,0.1165731149087876,58306,0.0610922975045893,773.7010836478753,0.2224237050564471,212014.216729575,0.2120633934050132,160189.39704358944,0.0811688311688311,1.0,0.3717532467532468,0.916,0.502435064935065,0.619,0.6672077922077922,0.1644
logistic_regression,C,unweighted,decision,ner_optimal,test,42,no_origin_balance,9.888451300008455,4453834,0.5039687570139619,0.9545552646819798,0.0008164262003653,0.002015677280724,998,57146,234,896016,0.017164281783159,0.810064935064935,0.0336162759364052,0.1126022573928273,58144,0.0609224282633796,773.7010836478753,0.2498868231012079,238192.05357360275,0.2341455037426361,172956.67300474856,0.0811688311688311,1.0,0.3555194805194805,0.876,0.4756493506493506,0.586,0.6331168831168831,0.156
decision_tree,A,unweighted,none,fixed,val,42,no_origin_balance,60.61875630001305,4453834,0.7608247469900982,0.9764747791420254,0.0004008668423864,0.5,835,9,397,953151,0.9893364928909952,0.6777597402597403,0.8044315992292871,0.8186824344198935,844,0.0008843326431906,773.7010836478753,0.3222497016228673,307168.33020820643,0.2783943400046425,210294.7649268233,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7191558441558441,0.886,0.8068181818181818,0.1988
decision_tree,A,unweighted,none,fixed,test,42,no_origin_balance,60.61875630001305,4453834,0.7297426212657876,0.9731520858721036,0.0004447114665906,0.5,803,21,429,953141,0.974514563106796,0.6517857142857143,0.7811284046692607,0.7967810108767129,824,0.0008633750840847,773.7010836478753,0.3482363167737033,331938.7648849384,0.3018504200321587,222968.3831607208,0.0811688311688311,1.0,0.4058441558441558,1.0,0.698051948051948,0.86,0.7840909090909091,0.1932
decision_tree,B,unweighted,decision,youden,val,42,no_origin_balance,60.61875630001305,4453834,0.7608247469900982,0.9764747791420254,0.0004008668423864,0.0039267013780772,1094,21910,138,931250,0.0475569466179794,0.887987012987013,0.0902789239148374,0.2025058277004967,23004,0.0241033034644045,773.7010836478753,0.1349987256722141,128680.74954340678,0.1225722043950154,92589.1413934007,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7191558441558441,0.886,0.8068181818181818,0.1988
decision_tree,B,unweighted,decision,youden,test,42,no_origin_balance,60.61875630001305,4453834,0.7297426212657876,0.9731520858721036,0.0004447114665906,0.0039267013780772,1072,21740,160,931422,0.0469928108013326,0.8701298701298701,0.0891698552653468,0.1991795528446559,22812,0.0239020781773565,773.7010836478753,0.1526775218578796,145532.17338366003,0.140717700834175,103944.19273541946,0.0811688311688311,1.0,0.4058441558441558,1.0,0.698051948051948,0.86,0.7840909090909091,0.1932
decision_tree,C,unweighted,decision,ner_optimal,val,42,no_origin_balance,60.61875630001305,4453834,0.7608247469900982,0.9764747791420254,0.0004008668423864,0.0039267013780772,1094,21910,138,931250,0.0475569466179794,0.887987012987013,0.0902789239148374,0.2025058277004967,23004,0.0241033034644045,773.7010836478753,0.1349987256722141,128680.74954340678,0.1225722043950154,92589.1413934007,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7191558441558441,0.886,0.8068181818181818,0.1988
decision_tree,C,unweighted,decision,ner_optimal,test,42,no_origin_balance,60.61875630001305,4453834,0.7297426212657876,0.9731520858721036,0.0004447114665906,0.0039267013780772,1072,21740,160,931422,0.0469928108013326,0.8701298701298701,0.0891698552653468,0.1991795528446559,22812,0.0239020781773565,773.7010836478753,0.1526775218578796,145532.17338366003,0.140717700834175,103944.19273541946,0.0811688311688311,1.0,0.4058441558441558,1.0,0.698051948051948,0.86,0.7840909090909091,0.1932
random_forest,A,unweighted,none,fixed,val,42,no_origin_balance,175.24310049999622,4453834,0.8245821532615634,0.986564506568854,0.0003526877878719,0.5,885,21,347,953139,0.97682119205298,0.7183441558441559,0.8278765201122544,0.8375027498282223,906,0.0009492954676904,773.7010836478753,0.2816778752152619,268495.27602581267,0.2374935649211459,179398.954037258,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7597402597402597,0.936,0.8587662337662337,0.2116
random_forest,A,unweighted,none,fixed,test,42,no_origin_balance,175.24310049999622,4453834,0.7967497221433496,0.986697379933262,0.0003995703058644,0.5,837,23,395,953139,0.9732558139534884,0.6793831168831169,0.8001912045889101,0.8129628897557266,860,0.0009010953547486,773.7010836478753,0.3206410123724358,305634.9280409107,0.2738607737755281,202293.2217002313,0.0811688311688311,1.0,0.4050324675324675,0.998,0.7305194805194806,0.9,0.836038961038961,0.206
random_forest,B,unweighted,decision,youden,val,42,no_origin_balance,175.24310049999622,4453834,0.8245821532615634,0.986564506568854,0.0003526877878719,0.0025640910025686,1117,21023,115,932137,0.0504516711833785,0.906655844155844,0.0955844600376518,0.2109986096216044,22140,0.0231980150713752,773.7010836478753,0.1153993445174982,109998.62461950564,0.1022619416522328,77247.08404760744,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7597402597402597,0.936,0.8587662337662337,0.2116
random_forest,B,unweighted,decision,youden,test,42,no_origin_balance,175.24310049999622,4453834,0.7967497221433496,0.986697379933262,0.0003995703058644,0.0025640910025686,1096,20937,136,932225,0.0497435664684791,0.8896103896103896,0.0942187835804857,0.2074443888798066,22033,0.0230858534316016,773.7010836478753,0.1323545766291466,126160.34737611104,0.119265587899247,88098.12256605382,0.0811688311688311,1.0,0.4050324675324675,0.998,0.7305194805194806,0.9,0.836038961038961,0.206
random_forest,C,unweighted,decision,ner_optimal,val,42,no_origin_balance,175.24310049999622,4453834,0.8245821532615634,0.986564506568854,0.0003526877878719,0.0025640910025686,1117,21023,115,932137,0.0504516711833785,0.906655844155844,0.0955844600376518,0.2109986096216044,22140,0.0231980150713752,773.7010836478753,0.1153993445174982,109998.62461950564,0.1022619416522328,77247.08404760744,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7597402597402597,0.936,0.8587662337662337,0.2116
random_forest,C,unweighted,decision,ner_optimal,test,42,no_origin_balance,175.24310049999622,4453834,0.7967497221433496,0.986697379933262,0.0003995703058644,0.0025640910025686,1096,20937,136,932225,0.0497435664684791,0.8896103896103896,0.0942187835804857,0.2074443888798066,22033,0.0230858534316016,773.7010836478753,0.1323545766291466,126160.34737611104,0.119265587899247,88098.12256605382,0.0811688311688311,1.0,0.4050324675324675,0.998,0.7305194805194806,0.9,0.836038961038961,0.206
xgboost,A,unweighted,none,fixed,val,42,no_origin_balance,122.60443000000669,4453834,0.8481750124473958,0.9855091044048696,0.0002872703457763,0.5,958,16,274,953144,0.9835728952772074,0.7775974025974026,0.8685403445149592,0.8744047984218761,974,0.0010205450171418,773.7010836478753,0.2224193829716776,212010.09691951785,0.1825718866660386,137911.97043747717,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7857142857142857,0.968,0.8733766233766234,0.2152
xgboost,A,unweighted,none,fixed,test,42,no_origin_balance,122.60443000000669,4453834,0.817257678698113,0.9851784403883104,0.0003368547175556,0.5,913,24,319,953138,0.9743863393810032,0.7410714285714286,0.8418626094974643,0.849598380869905,937,0.0009817748225575,773.7010836478753,0.2589537497821917,246834.64568367216,0.2138909316626884,157995.19245488857,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7589285714285714,0.935,0.8474025974025974,0.2088
xgboost,B,unweighted,decision,youden,val,42,no_origin_balance,122.60443000000669,4453834,0.8481750124473958,0.9855091044048696,0.0002872703457763,0.0019162173848599,1114,17992,118,935168,0.0583062912174186,0.9042207792207791,0.1095486281836955,0.2269569608359012,19106,0.0200190278208534,773.7010836478753,0.1146545932099288,109288.72787044923,0.1018926658048975,76968.13880214293,0.0811688311688311,1.0,0.4058441558441558,1.0,0.7857142857142857,0.968,0.8733766233766234,0.2152
