experiment_id,cell_id,learner,csl_variant,split_seed,model_seed,feature_set,R_train,R_eval,R_level,R_ratio_to_class,log2_distance_from_class_ratio,config,threshold_rule,threshold_selected_on,threshold_r_dependent,threshold,threshold_gap_b_minus_c,thresholds_identical,val_class_ratio,val_n_positive,val_n_negative,test_tp,test_fp,test_fn,test_tn,test_n_flagged,test_alert_rate,test_precision,test_recall,test_total_risk,test_ner,test_ner_closed_form,test_ner_abs_error,val_tp,val_fp,val_fn,val_tn,val_n_flagged,val_alert_rate,val_precision,val_recall,val_total_risk,val_ner,val_ner_closed_form,val_ner_abs_error
E6_threshold_divergence,decision_tree__unweighted__split123__model123,decision_tree,unweighted,123,123,no_origin_balance,1.0,3094.804334591501,R_x4,4.00016675082539,2.000060141393644,B,youden,val,False,0.015106117352843285,0.014517579111270607,False,773.6688311688312,1232,953160,1012,4339,220,948823,5351,0.005606699120069909,0.18912352831246496,0.8214285714285714,685195.9536101302,0.17970943770016412,0.17970943770016415,2.7755575615628914e-17,990,4334,242,948826,5324,0.005578420607046161,0.1859504132231405,0.8035714285714286,753276.6489711433,0.19756526918472256,0.19756526918472261,5.551115123125783e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model123,decision_tree,unweighted,123,123,no_origin_balance,1.0,3094.804334591501,R_x4,4.00016675082539,2.000060141393644,C,ner_optimal,val,True,0.0005885382415726781,0.014517579111270607,False,773.6688311688312,1232,953160,1013,7167,219,945995,8180,0.008570883723074537,0.12383863080684597,0.8222402597402597,684929.1492755387,0.17963946172220804,0.1796394617222081,5.551115123125783e-17,993,7289,239,945871,8282,0.008677776008181124,0.11989857522337599,0.8060064935064936,746947.2359673688,0.19590522544703345,0.1959052254470335,5.551115123125783e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model123,decision_tree,unweighted,123,123,no_origin_balance,1.0,12379.217338366005,R_x16,16.00066700330156,4.000060141393644,B,youden,val,False,0.015106117352843285,0.014828633808065206,False,773.6688311688312,1232,953160,1012,4339,220,948823,5351,0.005606699120069909,0.18912352831246496,0.8214285714285714,2727766.814440521,0.17885593085361243,0.17885593085361245,2.7755575615628914e-17,990,4334,242,948826,5324,0.005578420607046161,0.1859504132231405,0.8035714285714286,3000104.595884573,0.19671274586760917,0.19671274586760923,5.551115123125783e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model123,decision_tree,unweighted,123,123,no_origin_balance,1.0,12379.217338366005,R_x16,16.00066700330156,4.000060141393644,C,ner_optimal,val,True,0.0002774835447780788,0.014828633808065206,False,773.6688311688312,1232,953160,1232,859853,0,93309,861085,0.9022322017950658,0.0014307530615444467,1.0,859853.0,0.05637938254037097,0.05637938254037097,0.0,1230,860497,2,92663,861727,0.9029067720601178,0.0014273662076272416,0.9983766233766234,885255.434676732,0.05804498536096502,0.05804498536096502,0.0
E6_threshold_divergence,decision_tree__unweighted__split123__model123,decision_tree,unweighted,123,123,no_origin_balance,1.0,49516.86935346402,R_x64,64.00266801320625,6.000060141393644,B,youden,val,False,0.015106117352843285,0.015078629217896378,False,773.6688311688312,1232,953160,1012,4339,220,948823,5351,0.005606699120069909,0.18912352831246496,0.8214285714285714,10898050.257762084,0.17864255414197452,0.17864255414197455,2.7755575615628914e-17,990,4334,242,948826,5324,0.005578420607046161,0.1859504132231405,0.8035714285714286,11987416.383538293,0.19649961503833083,0.19649961503833088,5.551115123125783e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model123,decision_tree,unweighted,123,123,no_origin_balance,1.0,49516.86935346402,R_x64,64.00266801320625,6.000060141393644,C,ner_optimal,val,True,2.748813494690694e-05,0.015078629217896378,False,773.6688311688312,1232,953160,1232,930366,0,22796,931598,0.976114686387383,0.001322458828808134,1.0,930366.0,0.015250705823133365,0.015250705823133365,0.0,1232,930545,0,22615,931777,0.976304285869957,0.001322204776464755,1.0,930545.0,0.015253640019290943,0.015253640019290943,0.0
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,12.089079431998051,R_x0.015625,0.01562565137041168,-5.999939858606356,B,youden,val,False,0.015106117352843285,-0.024893881753087044,False,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,6999.597475039571,0.46996890780405903,0.46996890780405903,0.0,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,7261.557222543528,0.4875574815559184,0.4875574815559184,0.0
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,12.089079431998051,R_x0.015625,0.01562565137041168,-5.999939858606356,C,ner_optimal,val,True,0.03999999910593033,-0.024893881753087044,False,773.6688311688312,1232,953160,959,700,273,952462,1659,0.0017382758064279533,0.5780590717299579,0.7784090909090909,4000.318684935468,0.2685905025155269,0.2685905025155269,0.0,935,682,297,952478,1617,0.0016942723744541026,0.5782312925170068,0.7589285714285714,4272.456591303421,0.2868624610222705,0.2868624610222705,0.0
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,48.356317727992206,R_x0.0625,0.06250260548164673,-3.999939858606356,B,youden,val,False,0.015106117352843285,-0.01123855821788311,False,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,14978.389900158285,0.25142079837958614,0.2514207983795862,5.551115123125783e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,16038.228890174114,0.2692107989604081,0.26921079896040817,5.551115123125783e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,48.356317727992206,R_x0.0625,0.06250260548164673,-3.999939858606356,C,ner_optimal,val,True,0.026344675570726395,-0.01123855821788311,False,773.6688311688312,1232,953160,966,969,266,952193,1935,0.0020274645481845022,0.4992248062015504,0.7840909090909091,13831.780515645927,0.2321743073478247,0.23217430734782474,2.7755575615628914e-17,943,918,289,952242,1861,0.0019499325224855196,0.5067168189145621,0.765422077922078,14892.975823389748,0.2499870744935646,0.24998707449356464,2.7755575615628914e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,193.42527091196882,R_x0.25,0.2500104219265869,-1.999939858606356,B,youden,val,False,0.015106117352843285,0.0,True,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,46893.55960063314,0.19678377102346795,0.19678377102346797,2.7755575615628914e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,51144.915560696456,0.21462412831153055,0.21462412831153063,8.326672684688674e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,193.42527091196882,R_x0.25,0.2500104219265869,-1.999939858606356,C,ner_optimal,val,True,0.015106117352843285,0.0,True,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,46893.55960063314,0.19678377102346795,0.19678377102346797,2.7755575615628914e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,51144.915560696456,0.21462412831153055,0.21462412831153063,8.326672684688674e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,773.6688311688312,val_class_ratio,1.0,0.0,B,youden,val,False,0.015106117352843285,0.0,True,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,174547.14285714287,0.18312470399213443,0.18312470399213446,2.7755575615628914e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,191563.85714285713,0.20097765028206924,0.20097765028206926,2.7755575615628914e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,773.6688311688312,val_class_ratio,1.0,0.0,C,ner_optimal,val,True,0.015106117352843285,0.0,True,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,174547.14285714287,0.18312470399213443,0.18312470399213446,2.7755575615628914e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,191563.85714285713,0.20097765028206924,0.20097765028206926,2.7755575615628914e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,773.7010836478753,R_x1,1.0000416877063476,6.014139364405448e-05,B,youden,val,False,0.015106117352843285,0.0,True,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,174554.23840253256,0.1831245141844384,0.18312451418443842,2.7755575615628914e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,191571.66224278582,0.20097746064931116,0.20097746064931124,8.326672684688674e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,773.7010836478753,R_x1,1.0000416877063476,6.014139364405448e-05,C,ner_optimal,val,True,0.015106117352843285,0.0,True,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,174554.23840253256,0.1831245141844384,0.18312451418443842,2.7755575615628914e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,191571.66224278582,0.20097746064931116,0.20097746064931124,8.326672684688674e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,3094.804334591501,R_x4,4.00016675082539,2.000060141393644,B,youden,val,False,0.015106117352843285,0.014517579111270607,False,773.6688311688312,1232,953160,1012,4340,220,948822,5352,0.005607746905366128,0.1890881913303438,0.8214285714285714,685196.9536101302,0.179709699974681,0.17970969997468103,2.7755575615628914e-17,990,4336,242,948824,5326,0.005580516182030025,0.18588058580548253,0.8035714285714286,753278.6489711433,0.19756579373375632,0.19756579373375638,5.551115123125783e-17
E6_threshold_divergence,decision_tree__unweighted__split123__model42,decision_tree,unweighted,123,42,no_origin_balance,1.0,3094.804334591501,R_x4,4.00016675082539,2.000060141393644,C,ner_optimal,val,True,0.0005885382415726781,0.014517579111270607,False,773.6688311688312,1232,953160,1013,7168,219,945994,8181,0.008571931508370757,0.12382349346045715,0.8222402597402597,684930.1492755387,0.1796397239967249,0.17963972399672498,8.326672684688674e-17,993,7291,239,945869,8284,0.008679871583164989,0.1198696281989377,0.8060064935064936,746949.2359673688,0.19590574999606722,0.19590574999606727,5.551115123125783e-17
