cell_id,learner,csl_variant,split_seed,model_seed,R_level,R_eval,log2_distance_from_class_ratio,test_n_flagged_B,test_n_flagged_C,test_ner_B,test_ner_C,test_precision_B,test_precision_C,test_recall_B,test_recall_C,threshold_B,threshold_C,val_ner_B,val_ner_C,threshold_gap,delta_ner_test,delta_ner_val,rules_agree
decision_tree__unweighted__split123__model789,decision_tree,unweighted,123,789,val_class_ratio,773.6688311688312,0.0,5345.0,5345.0,0.1831173599995203,0.1831173599995203,0.1893358278765201,0.1893358278765201,0.8214285714285714,0.8214285714285714,0.0151061173528432,0.0151061173528432,0.2009797485656732,0.2009797485656732,0.0,0.0,0.0,True
decision_tree__unweighted__split123__model789,decision_tree,unweighted,123,789,R_x1,773.7010836478753,6.014139364405448e-05,5345.0,5345.0,0.1831171704979658,0.1831171704979658,0.1893358278765201,0.1893358278765201,0.8214285714285714,0.8214285714285714,0.0151061173528432,0.0151061173528432,0.2009795588454462,0.2009795588454462,0.0,0.0,0.0,True
decision_tree__unweighted__split123__model789,decision_tree,unweighted,123,789,R_x4,3094.804334591501,2.000060141393644,5345.0,8174.0,0.1797078640530628,0.1796378880751067,0.1893358278765201,0.1239295326645461,0.8214285714285714,0.8222402597402597,0.0151061173528432,0.0005885382415726,0.1975663182827901,0.1959062745451009,0.0145175791112706,6.997597795610488e-05,0.0016600437376891874,False
decision_tree__unweighted__split123__model789,decision_tree,unweighted,123,789,R_x16,12379.217338366005,4.000060141393644,5345.0,861079.0,0.1788555374418371,0.0563789891285956,0.1893358278765201,0.0014307630310343,0.8214285714285714,1.0,0.0151061173528432,0.000277483544778,0.196713008142126,0.0580452476354819,0.014828633808065199,0.1224765483132415,0.1386677605066441,False
decision_tree__unweighted__split123__model789,decision_tree,unweighted,123,789,R_x64,49516.86935346402,6.000060141393644,5345.0,931592.0,0.1786424557890306,0.0152506074701895,0.1893358278765201,0.0013224673462202,0.8214285714285714,1.0,0.0151061173528432,2.748813494690694e-05,0.19649968060696,0.0152537055879201,0.015078629217896293,0.1633918483188411,0.18124597501903988,False
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,R_x0.015625,12.089079431998051,-5.999939858606356,5518.0,1490.0,0.4916604927294358,0.280971883693546,0.1812250815512867,0.625503355704698,0.8116883116883117,0.7564935064935064,0.0140526974573731,0.0566037744283676,0.4911353165105442,0.2876668170160151,-0.0425510769709945,0.21068860903588982,0.2034684994945291,False
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,R_x0.0625,48.356317727992206,-3.999939858606356,5518.0,2029.0,0.2641488894161251,0.2528070500990417,0.1812250815512867,0.4647609659931001,0.8116883116883117,0.765422077922078,0.0140526974573731,0.0199228785932064,0.2652351278289347,0.2522135741853962,-0.005870181135833298,0.01134183931708338,0.01302155364353852,False
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,R_x0.25,193.4252709119688,-1.999939858606356,5518.0,5518.0,0.2072709885877974,0.2072709885877974,0.1812250815512867,0.1812250815512867,0.8116883116883117,0.8116883116883117,0.0140526974573731,0.0140526974573731,0.2087600806585323,0.2087600806585323,0.0,0.0,0.0,True
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,val_class_ratio,773.6688311688312,0.0,5518.0,5518.0,0.1930517109731511,0.1930517109731511,0.1812250815512867,0.1812250815512867,0.8116883116883117,0.8116883116883117,0.0140526974573731,0.0140526974573731,0.1946415150588636,0.1946415150588636,0.0,0.0,0.0,True
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,R_x1,773.7010836478753,6.014139364405448e-05,5518.0,5518.0,0.1930515133807155,0.1930515133807155,0.1812250815512867,0.1812250815512867,0.8116883116883117,0.8116883116883117,0.0140526974573731,0.0140526974573731,0.1946413188659317,0.1946413188659317,0.0,0.0,0.0,True
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,R_x4,3094.804334591501,2.000060141393644,5518.0,5518.0,0.189496644578945,0.189496644578945,0.1812250815512867,0.1812250815512867,0.8116883116883117,0.8116883116883117,0.0140526974573731,0.0140526974573731,0.1911116284177816,0.1911116284177816,0.0,0.0,0.0,True
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,R_x16,12379.217338366005,4.000060141393644,5518.0,861508.0,0.1886079273785024,0.0588423797114834,0.1812250815512867,0.0014265682965219,0.8116883116883117,0.997564935064935,0.0140526974573731,0.0002730664564296,0.190229205805744,0.0580394120274813,0.013779631000943501,0.129765547667019,0.1321897937782627,False
decision_tree__unweighted__split456__model42,decision_tree,unweighted,456,42,R_x64,49516.86935346402,6.000060141393644,5518.0,931817.0,0.1883857480783918,0.0152542957055831,0.1812250815512867,0.001322148018334,0.8116883116883117,1.0,0.0140526974573731,3.619712970248656e-06,0.1900086001527346,0.0152576069213587,0.014049077744402852,0.17313145237280872,0.1747509932313759,False
decision_tree__unweighted__split456__model123,decision_tree,unweighted,456,123,R_x0.015625,12.089079431998051,-5.999939858606356,5517.0,1490.0,0.491593350453115,0.280971883693546,0.181257930034439,0.625503355704698,0.8116883116883117,0.7564935064935064,0.0140526974573731,0.0566037744283676,0.4911353165105442,0.2884785053277034,-0.0425510769709945,0.210621466759569,0.2026568111828408,False
decision_tree__unweighted__split456__model123,decision_tree,unweighted,456,123,R_x0.0625,48.356317727992206,-3.999939858606356,5517.0,2028.0,0.2641321038470449,0.2527902645299614,0.181257930034439,0.4649901380670611,0.8116883116883117,0.765422077922078,0.0140526974573731,0.0199228785932064,0.2652351278289347,0.2530252624970845,-0.005870181135833298,0.01134183931708349,0.0122098653318502,False
decision_tree__unweighted__split456__model123,decision_tree,unweighted,456,123,R_x0.25,193.4252709119688,-1.999939858606356,5517.0,5517.0,0.2072667921955274,0.2072667921955274,0.181257930034439,0.181257930034439,0.8116883116883117,0.8116883116883117,0.0140526974573731,0.0140526974573731,0.2087600806585323,0.2087600806585323,0.0,0.0,0.0,True
decision_tree__unweighted__split456__model123,decision_tree,unweighted,456,123,val_class_ratio,773.6688311688312,0.0,5517.0,5517.0,0.1930506618313492,0.1930506618313492,0.181257930034439,0.181257930034439,0.8116883116883117,0.8116883116883117,0.0140526974573731,0.0140526974573731,0.1946415150588636,0.1946415150588636,0.0,0.0,0.0,True
decision_tree__unweighted__split456__model123,decision_tree,unweighted,456,123,R_x1,773.7010836478753,6.014139364405448e-05,5517.0,5517.0,0.193050464282648,0.193050464282648,0.181257930034439,0.181257930034439,0.8116883116883117,0.8116883116883117,0.0140526974573731,0.0140526974573731,0.1946413188659317,0.1946413188659317,0.0,0.0,0.0,True
