learner,stratified,temporal,temporal_harder,temporal_superseded
decision_tree,0.1526775218578796,0.185146701534754,True,0.208879887601737
logistic_regression,0.2498868231012079,0.2089181921606952,False,0.0481653782010994
random_forest,0.1323545766291466,0.1763348125689259,True,0.040289912561719
xgboost,0.1313758764525216,0.1494673450082,True,0.0397997406845136
