learner,reference,reference_R_train,R_train,split_seed,model_seed,exact_seed_match,matched_by_determinism,same_test_observations,reference_pr_auc,pr_auc,delta_pr_auc,reference_ner,ner,delta_ner
random_forest,unweighted,1.0,50.0,789,456,True,False,True,0.8220793385528772,0.817009903057494,-0.00506943549538319,0.1072251488142479,0.1005871917485208,-0.006637957065727104
random_forest,unweighted,1.0,50.0,789,789,True,False,True,0.8240651548913299,0.8142850002359366,-0.00978015465539328,0.1075288911261154,0.10554250383432122,-0.0019863872917941783
random_forest,unweighted,1.0,100.0,123,123,True,False,True,0.8270090245568442,0.8122911599160263,-0.014717864640817924,0.1098612300338716,0.10280950641661127,-0.007051723617260336
random_forest,unweighted,1.0,100.0,123,42,True,False,True,0.8283846305647891,0.8156008914598144,-0.012783739104974656,0.110672906977031,0.1051768018902206,-0.005496105086810393
random_forest,unweighted,1.0,100.0,123,456,True,False,True,0.8264158770557622,0.8148816391951959,-0.011534237860566399,0.1110388482989203,0.1051958909276378,-0.005842957371282501
random_forest,unweighted,1.0,100.0,123,789,True,False,True,0.8280678255017108,0.8119842981602092,-0.016083527341501536,0.1096049365128309,0.105403515393169,-0.004201421119661902
random_forest,unweighted,1.0,100.0,42,123,True,False,True,0.7993036154324304,0.7790836497005182,-0.020219965731912204,0.1250439196928833,0.12580410524742702,0.0007601855545437131
random_forest,unweighted,1.0,100.0,42,42,True,False,True,0.7967497221433496,0.7761206366179823,-0.020629085525367352,0.1323545766291466,0.12469551081410335,-0.007659065815043248
random_forest,unweighted,1.0,100.0,42,456,True,False,True,0.7949283079988327,0.7794246433499831,-0.015503664648849669,0.1267775599337143,0.1215036242594282,-0.0052739356742861065
random_forest,unweighted,1.0,100.0,42,789,True,False,True,0.7946899724099898,0.7827402809267323,-0.01194969148325753,0.1249339696679963,0.12271061727036726,-0.0022233523976290387
random_forest,unweighted,1.0,100.0,456,123,True,False,True,0.8166914233191555,0.8066954973952809,-0.009995925923874549,0.1195501809206597,0.11416276011993794,-0.005387420800721757
random_forest,unweighted,1.0,100.0,456,42,True,False,True,0.8167331044455801,0.8032319135207557,-0.01350119092482438,0.1140899390718177,0.11132756690821745,-0.0027623721636002574
random_forest,unweighted,1.0,100.0,456,456,True,False,True,0.818425560312881,0.8052669177081234,-0.013158642604757631,0.1189867069380393,0.11957631142051102,0.0005896044824717228
random_forest,unweighted,1.0,100.0,456,789,True,False,True,0.820746555323804,0.8068434325122629,-0.013903122811541158,0.1164899618577219,0.11813905843654604,0.001649096578824144
random_forest,unweighted,1.0,100.0,789,123,True,False,True,0.8262754227918255,0.8099648280680444,-0.016310594723781158,0.1035519428873147,0.1066326477838913,0.0030807048965765943
random_forest,unweighted,1.0,100.0,789,42,True,False,True,0.824819523851171,0.8081902239270241,-0.016629299924146856,0.1060345308279852,0.10229618386902968,-0.0037383469589555157
random_forest,unweighted,1.0,100.0,789,456,True,False,True,0.8220793385528772,0.8096296634723342,-0.012449675080542955,0.1072251488142479,0.10743184387060596,0.00020669505635806384
random_forest,unweighted,1.0,100.0,789,789,True,False,True,0.8240651548913299,0.8108077484320165,-0.013257406459313392,0.1075288911261154,0.10263914198527016,-0.004889749140845237
random_forest,unweighted,1.0,773.7010836478753,123,123,True,False,True,0.8270090245568442,0.787039498853958,-0.039969525702886255,0.1098612300338716,0.1240721185527404,0.0142108885188688
random_forest,unweighted,1.0,773.7010836478753,123,42,True,False,True,0.8283846305647891,0.7884614067650181,-0.03992322379977098,0.110672906977031,0.1322521755629341,0.02157926858590309
random_forest,unweighted,1.0,773.7010836478753,123,456,True,False,True,0.8264158770557622,0.7836183341761481,-0.042797542879614126,0.1110388482989203,0.1328499334521572,0.021811085153236903
random_forest,unweighted,1.0,773.7010836478753,123,789,True,False,True,0.8280678255017108,0.7872525291113277,-0.04081529639038306,0.1096049365128309,0.1278318693859789,0.018226932873148
random_forest,unweighted,1.0,773.7010836478753,42,123,True,False,True,0.7993036154324304,0.7543450675820219,-0.04495854785040854,0.1250439196928833,0.1480643013253963,0.023020381632512993
random_forest,unweighted,1.0,773.7010836478753,42,42,True,False,True,0.7967497221433496,0.746743451938522,-0.05000627020482762,0.1323545766291466,0.1468106177661884,0.014456041137041797
random_forest,unweighted,1.0,773.7010836478753,42,456,True,False,True,0.7949283079988327,0.7497554939061769,-0.04517281409265583,0.1267775599337143,0.1527099984238568,0.025932438490142484
random_forest,unweighted,1.0,773.7010836478753,42,789,True,False,True,0.7946899724099898,0.743144141522048,-0.051545830887941846,0.1249339696679963,0.144352689314369,0.019418719646372706
random_forest,unweighted,1.0,773.7010836478753,456,123,True,False,True,0.8166914233191555,0.7756890629916643,-0.04100236032749116,0.1195501809206597,0.1390320858288719,0.019481904908212194
random_forest,unweighted,1.0,773.7010836478753,456,42,True,False,True,0.8167331044455801,0.7720827964235308,-0.04465030802204928,0.1140899390718177,0.1441461025783764,0.030056163506558695
random_forest,unweighted,1.0,773.7010836478753,456,456,True,False,True,0.818425560312881,0.7763820317570478,-0.042043528555833265,0.1189867069380393,0.1388714541356479,0.01988474719760859
random_forest,unweighted,1.0,773.7010836478753,456,789,True,False,True,0.820746555323804,0.7745950497702909,-0.046151505553513106,0.1164899618577219,0.1458603515577518,0.029370389700029892
random_forest,unweighted,1.0,773.7010836478753,789,123,True,False,True,0.8262754227918255,0.7734860069331649,-0.05278941585866059,0.1035519428873147,0.1323391082765855,0.028787165389270786
random_forest,unweighted,1.0,773.7010836478753,789,42,True,False,True,0.824819523851171,0.7710857316780422,-0.05373379217312879,0.1060345308279852,0.1226729239547154,0.016638393126730197
random_forest,unweighted,1.0,773.7010836478753,789,456,True,False,True,0.8220793385528772,0.7684044221874352,-0.05367491636544197,0.1072251488142479,0.1224860989153904,0.015260950101142506
random_forest,unweighted,1.0,773.7010836478753,789,789,True,False,True,0.8240651548913299,0.7697078918671916,-0.05435726302413835,0.1075288911261154,0.1279875691814327,0.0204586780553173
random_forest,unweighted,1.0,2000.0,123,123,True,False,True,0.8270090245568442,0.7673511874302921,-0.05965783712655215,0.1098612300338716,0.15035831973236594,0.04049708969849433
random_forest,unweighted,1.0,2000.0,123,42,True,False,True,0.8283846305647891,0.7683265209641201,-0.06005810960066893,0.110672906977031,0.1492544746616684,0.03858156768463741
random_forest,unweighted,1.0,2000.0,123,456,True,False,True,0.8264158770557622,0.7693352288623688,-0.057080648193393424,0.1110388482989203,0.14992053224564533,0.03888168394672503
random_forest,unweighted,1.0,2000.0,123,789,True,False,True,0.8280678255017108,0.7683055003016895,-0.05976232520002123,0.1096049365128309,0.1477351640191776,0.0381302275063467
random_forest,unweighted,1.0,2000.0,42,123,True,False,True,0.7993036154324304,0.7289207878781955,-0.07038282755423497,0.1250439196928833,0.15788396755769085,0.03284004786480754
random_forest,unweighted,1.0,2000.0,42,42,True,False,True,0.7967497221433496,0.7204187617575734,-0.07633096038577625,0.1323545766291466,0.17513317513750282,0.04277859850835622
random_forest,unweighted,1.0,2000.0,42,456,True,False,True,0.7949283079988327,0.7268127054310957,-0.06811560256773708,0.1267775599337143,0.1709688716260789,0.04419131169236459
random_forest,unweighted,1.0,2000.0,42,789,True,False,True,0.7946899724099898,0.7291316421849624,-0.06555833022502744,0.1249339696679963,0.1685917865717078,0.04365781690371151
random_forest,unweighted,1.0,2000.0,456,123,True,False,True,0.8166914233191555,0.7503146326332593,-0.06637679068589619,0.1195501809206597,0.15281535288059891,0.03326517195993922
random_forest,unweighted,1.0,2000.0,456,42,True,False,True,0.8167331044455801,0.7554803679633495,-0.06125273648223062,0.1140899390718177,0.16035309975862763,0.046263160686809926
random_forest,unweighted,1.0,2000.0,456,456,True,False,True,0.818425560312881,0.7523668499112091,-0.066058710401672,0.1189867069380393,0.15168442516381905,0.03269771822577976
random_forest,unweighted,1.0,2000.0,456,789,True,False,True,0.820746555323804,0.7539899097240085,-0.06675664559979555,0.1164899618577219,0.15611348919560247,0.039623527337880576
random_forest,unweighted,1.0,2000.0,789,123,True,False,True,0.8262754227918255,0.7487430450133477,-0.07753237777847788,0.1035519428873147,0.14348109409246704,0.039929151205152336
random_forest,unweighted,1.0,2000.0,789,42,True,False,True,0.824819523851171,0.7496496577696378,-0.0751698660815332,0.1060345308279852,0.13304086930044473,0.027006338472459535
random_forest,unweighted,1.0,2000.0,789,456,True,False,True,0.8220793385528772,0.7528716217119107,-0.0692077168409665,0.1072251488142479,0.1437471203516249,0.036521971537377004
random_forest,unweighted,1.0,2000.0,789,789,True,False,True,0.8240651548913299,0.7547318785364158,-0.06933327635491415,0.1075288911261154,0.13651893161829137,0.028990040492175975
random_forest,unweighted,1.0,5000.0,123,123,True,False,True,0.8270090245568442,0.745386579374673,-0.08162244518217121,0.1098612300338716,0.17447689040083497,0.06461566036696337
random_forest,unweighted,1.0,5000.0,123,42,True,False,True,0.8283846305647891,0.7373968540761533,-0.09098777648863576,0.110672906977031,0.17036967146651846,0.059696764489487464
random_forest,unweighted,1.0,5000.0,123,456,True,False,True,0.8264158770557622,0.7482200975991552,-0.07819577945660705,0.1110388482989203,0.17636192572448425,0.06532307742556395
random_forest,unweighted,1.0,5000.0,123,789,True,False,True,0.8280678255017108,0.7467158785066159,-0.08135194699509485,0.1096049365128309,0.17628857444306587,0.06668363793023496
random_forest,unweighted,1.0,5000.0,42,123,True,False,True,0.7993036154324304,0.6997337177278588,-0.0995698977045717,0.1250439196928833,0.19345714389763147,0.06841322420474816
random_forest,unweighted,1.0,5000.0,42,42,True,False,True,0.7967497221433496,0.6984729966353221,-0.09827672550802746,0.1323545766291466,0.19672109325786882,0.06436651662872223
random_forest,unweighted,1.0,5000.0,42,456,True,False,True,0.7949283079988327,0.700676820990746,-0.09425148700808672,0.1267775599337143,0.1953274691112777,0.0685499091775634
random_forest,unweighted,1.0,5000.0,42,789,True,False,True,0.7946899724099898,0.6961592129995119,-0.09853075941047795,0.1249339696679963,0.18135659604060983,0.05642262637261353
random_forest,unweighted,1.0,5000.0,456,123,True,False,True,0.8166914233191555,0.7308116602493668,-0.08587976306978862,0.1195501809206597,0.1854710276039756,0.06592084668331591
random_forest,unweighted,1.0,5000.0,456,42,True,False,True,0.8167331044455801,0.724100164539701,-0.09263293990587906,0.1140899390718177,0.18434617783486998,0.07025623876305227
random_forest,unweighted,1.0,5000.0,456,456,True,False,True,0.818425560312881,0.7273514174194127,-0.09107414289346838,0.1189867069380393,0.17904197211110703,0.06005526517306774
random_forest,unweighted,1.0,5000.0,456,789,True,False,True,0.820746555323804,0.7252226980186292,-0.09552385730517488,0.1164899618577219,0.18181039948532374,0.06532043762760184
random_forest,unweighted,1.0,5000.0,789,123,True,False,True,0.8262754227918255,0.7184170983548498,-0.10785832443697574,0.1035519428873147,0.16873644241613034,0.06518449952881564
random_forest,unweighted,1.0,5000.0,789,42,True,False,True,0.824819523851171,0.7210585368386788,-0.10376098701249215,0.1060345308279852,0.17221567352093886,0.06618114269295367
random_forest,unweighted,1.0,5000.0,789,456,True,False,True,0.8220793385528772,0.724371205836336,-0.09770813271654122,0.1072251488142479,0.17724210763459938,0.07001695882035149
random_forest,unweighted,1.0,5000.0,789,789,True,False,True,0.8240651548913299,0.7257553525708652,-0.09830980232046471,0.1075288911261154,0.1754639719934711,0.06793508086735571
xgboost,unweighted,1.0,10.0,123,123,True,False,True,0.841324853088602,0.8452988583797548,0.003974005291152771,0.109794207446445,0.11192074059782443,0.0021265331513794367
xgboost,unweighted,1.0,10.0,123,42,True,False,True,0.8409199819693604,0.845233108826094,0.0043131268567336845,0.1123512927184378,0.11165469160160874,-0.0006966011168290653
xgboost,unweighted,1.0,10.0,123,456,True,False,True,0.8426204388549638,0.8460812359504071,0.0034607970954432243,0.1084658440207706,0.11342882475413997,0.004962980733369371
xgboost,unweighted,1.0,10.0,123,789,True,False,True,0.843971650147884,0.8447848070408265,0.0008131568929424793,0.1081962258174196,0.10923261501922892,0.001036389201809318
xgboost,unweighted,1.0,10.0,42,123,True,False,True,0.815903493251223,0.8168167349635567,0.0009132417123336456,0.131157230773017,0.13226393228240763,0.0011067015093906285
xgboost,unweighted,1.0,10.0,42,42,True,False,True,0.817257678698113,0.8181658553747775,0.0009081766766644295,0.1313758764525216,0.13191500453885835,0.0005391280863367431
xgboost,unweighted,1.0,10.0,42,456,True,False,True,0.8166811773286371,0.8165753880050883,-0.00010578932354876613,0.1340449985770076,0.13142487046912746,-0.0026201281078801486
xgboost,unweighted,1.0,10.0,42,789,True,False,True,0.817807052643664,0.8166132869642424,-0.0011937656794216434,0.1255692042321404,0.1354890877512048,0.009919883519064393
xgboost,unweighted,1.0,10.0,456,123,True,False,True,0.8374490119526069,0.8323962101689977,-0.005052801783609229,0.118858836662697,0.12483567941074633,0.005976842748049327
xgboost,unweighted,1.0,10.0,456,42,True,False,True,0.8345775848474781,0.8352370113928592,0.0006594265453810921,0.1200862814016881,0.12471493618114576,0.004628654779457661
xgboost,unweighted,1.0,10.0,456,456,True,False,True,0.8357479352888872,0.8363538446298722,0.0006059093409849226,0.1149675152895575,0.12292117238937017,0.007953657099812675
xgboost,unweighted,1.0,10.0,456,789,True,False,True,0.8334657815065373,0.8335163190436062,5.0537537068962024e-05,0.1208524593205984,0.1303183401263521,0.009465880805753696
xgboost,unweighted,1.0,10.0,789,123,True,False,True,0.842337079612535,0.8409917181580866,-0.0013453614544484127,0.1092371250040663,0.108918415832273,-0.0003187091717932883
xgboost,unweighted,1.0,10.0,789,42,True,False,True,0.8392160059802548,0.8418464561814337,0.0026304502011789133,0.1109971010169506,0.10973798943226104,-0.001259111584689554
xgboost,unweighted,1.0,10.0,789,456,True,False,True,0.8405271506468719,0.840428478376342,-9.867227052984262e-05,0.1075859415976361,0.10948694140155787,0.0019009998039217768
xgboost,unweighted,1.0,10.0,789,789,True,False,True,0.8398015516993577,0.8418914163678504,0.0020898646684927025,0.1103802313532524,0.11192231992919018,0.0015420885759377806
xgboost,unweighted,1.0,50.0,123,123,True,False,True,0.841324853088602,0.8367888819109953,-0.004535971177606735,0.109794207446445,0.11270347607655516,0.002909268630110165
xgboost,unweighted,1.0,50.0,123,42,True,False,True,0.8409199819693604,0.8391695024916772,-0.0017504794776831423,0.1123512927184378,0.11251263718010415,0.00016134446166635175
xgboost,unweighted,1.0,50.0,123,456,True,False,True,0.8426204388549638,0.8404812657773254,-0.0021391730776384454,0.1084658440207706,0.11299636834106452,0.004530524320293924
xgboost,unweighted,1.0,50.0,123,789,True,False,True,0.843971650147884,0.8400800745363843,-0.0038915756114996647,0.1081962258174196,0.10985978175992915,0.0016635559425095536
xgboost,unweighted,1.0,50.0,42,123,True,False,True,0.815903493251223,0.8091122260834392,-0.006791267167783777,0.131157230773017,0.13421357840478107,0.0030563476317640725
xgboost,unweighted,1.0,50.0,42,42,True,False,True,0.817257678698113,0.8098783995306954,-0.007379279167417652,0.1313758764525216,0.13477675016336294,0.003400873710841329
xgboost,unweighted,1.0,50.0,42,456,True,False,True,0.8166811773286371,0.8106103296382311,-0.0060708476904060005,0.1340449985770076,0.13758361772726052,0.003538619150252914
xgboost,unweighted,1.0,50.0,42,789,True,False,True,0.817807052643664,0.8120211380132882,-0.00578591463037581,0.1255692042321404,0.1348443029840877,0.009275098751947292
xgboost,unweighted,1.0,50.0,456,123,True,False,True,0.8374490119526069,0.8264904777833016,-0.010958534169305256,0.118858836662697,0.12324963703633851,0.004390800373641507
xgboost,unweighted,1.0,50.0,456,42,True,False,True,0.8345775848474781,0.8274950533650581,-0.007082531482419996,0.1200862814016881,0.12459939296776705,0.004513111566078948
xgboost,unweighted,1.0,50.0,456,456,True,False,True,0.8357479352888872,0.8276123222738229,-0.00813561301506438,0.1149675152895575,0.1267566749242006,0.011789159634643095
xgboost,unweighted,1.0,50.0,456,789,True,False,True,0.8334657815065373,0.8287045578227494,-0.004761223683787841,0.1208524593205984,0.12527933957293924,0.004426880252340837
xgboost,unweighted,1.0,50.0,789,123,True,False,True,0.842337079612535,0.8349944826262887,-0.007342596986246286,0.1092371250040663,0.11356424398815686,0.004327118984090564
xgboost,unweighted,1.0,50.0,789,42,True,False,True,0.8392160059802548,0.8359035768180955,-0.003312429162159347,0.1109971010169506,0.10932787767117075,-0.0016692233457798467
xgboost,unweighted,1.0,50.0,789,456,True,False,True,0.8405271506468719,0.8369239706984211,-0.00360317994845083,0.1075859415976361,0.11324321997949763,0.00565727838186153
xgboost,unweighted,1.0,50.0,789,789,True,False,True,0.8398015516993577,0.8363175523920137,-0.003483999307343999,0.1103802313532524,0.11225591037760174,0.001875679024349347
xgboost,unweighted,1.0,100.0,123,123,True,False,True,0.841324853088602,0.8375029437446488,-0.0038219093439532115,0.109794207446445,0.11020932532008426,0.00041511787363926467
xgboost,unweighted,1.0,100.0,123,42,True,False,True,0.8409199819693604,0.836193327444195,-0.004726654525165408,0.1123512927184378,0.1138784659121706,0.0015271731937328004
xgboost,unweighted,1.0,100.0,123,456,True,False,True,0.8426204388549638,0.8367571928881178,-0.005863245966846065,0.1084658440207706,0.10914093294295135,0.0006750889221807527
xgboost,unweighted,1.0,100.0,123,789,True,False,True,0.843971650147884,0.838477919852754,-0.005493730295130006,0.1081962258174196,0.11627692073523799,0.00808069491781839
xgboost,unweighted,1.0,100.0,42,123,True,False,True,0.815903493251223,0.8053071891755501,-0.010596304075672913,0.131157230773017,0.1358218571108086,0.004664626337791605
xgboost,unweighted,1.0,100.0,42,42,True,False,True,0.817257678698113,0.8075650456337491,-0.009692633064363965,0.1313758764525216,0.13444417470743214,0.003068298254910534
xgboost,unweighted,1.0,100.0,42,456,True,False,True,0.8166811773286371,0.8092770317212167,-0.00740414560742042,0.1340449985770076,0.12708137646036058,-0.006963622116647028
xgboost,unweighted,1.0,100.0,42,789,True,False,True,0.817807052643664,0.80679052804545,-0.011016524598214006,0.1255692042321404,0.13813270656097412,0.012563502328833714
xgboost,unweighted,1.0,100.0,456,123,True,False,True,0.8374490119526069,0.825519313151109,-0.011929698801497857,0.118858836662697,0.12498002166260154,0.006121184999904536
xgboost,unweighted,1.0,100.0,456,42,True,False,True,0.8345775848474781,0.8255819692318925,-0.008995615615585595,0.1200862814016881,0.12280513304828002,0.0027188516465919133
xgboost,unweighted,1.0,100.0,456,456,True,False,True,0.8357479352888872,0.8256445222073752,-0.01010341308151208,0.1149675152895575,0.12747940654088108,0.012511891251323584
xgboost,unweighted,1.0,100.0,456,789,True,False,True,0.8334657815065373,0.8256768440554638,-0.007788937451073452,0.1208524593205984,0.12626410632870952,0.0054116470081111145
xgboost,unweighted,1.0,100.0,789,123,True,False,True,0.842337079612535,0.8290068500801879,-0.013330229532347082,0.1092371250040663,0.11046458111158639,0.0012274561075200918
xgboost,unweighted,1.0,100.0,789,42,True,False,True,0.8392160059802548,0.8324128987159497,-0.006803107264305108,0.1109971010169506,0.1108704851118777,-0.00012661590507288822
xgboost,unweighted,1.0,100.0,789,456,True,False,True,0.8405271506468719,0.8333949154397822,-0.007132235207089721,0.1075859415976361,0.11586524101131086,0.008279299413674765
xgboost,unweighted,1.0,100.0,789,789,True,False,True,0.8398015516993577,0.8319037062504548,-0.007897845448902818,0.1103802313532524,0.11634382363377017,0.005963592280517779
xgboost,unweighted,1.0,773.7010836478753,123,123,True,False,True,0.841324853088602,0.8283351647239205,-0.012989688364681506,0.109794207446445,0.1167519455190908,0.006957738072645797
xgboost,unweighted,1.0,773.7010836478753,123,42,True,False,True,0.8409199819693604,0.8248751773828585,-0.016044804586501815,0.1123512927184378,0.1194941681786775,0.0071428754602397004
xgboost,unweighted,1.0,773.7010836478753,123,456,True,False,True,0.8426204388549638,0.8246323655951001,-0.017988073259863735,0.1084658440207706,0.1191077009139575,0.010641856893186905
xgboost,unweighted,1.0,773.7010836478753,123,789,True,False,True,0.843971650147884,0.8251705528729397,-0.01880109727494428,0.1081962258174196,0.116569294134978,0.008373068317558408
xgboost,unweighted,1.0,773.7010836478753,42,123,True,False,True,0.815903493251223,0.793669041176051,-0.02223445207517205,0.131157230773017,0.1467555685389662,0.01559833776594921
xgboost,unweighted,1.0,773.7010836478753,42,42,True,False,True,0.817257678698113,0.7977492432799025,-0.019508435418210568,0.1313758764525216,0.1422510550296293,0.01087517857710768
xgboost,unweighted,1.0,773.7010836478753,42,456,True,False,True,0.8166811773286371,0.7979451040239316,-0.018736073304705503,0.1340449985770076,0.1493712949823744,0.015326296405366785
xgboost,unweighted,1.0,773.7010836478753,42,789,True,False,True,0.817807052643664,0.7969956877581315,-0.02081136488553259,0.1255692042321404,0.1435015799261058,0.017932375693965386
xgboost,unweighted,1.0,773.7010836478753,456,123,True,False,True,0.8374490119526069,0.8168826112947853,-0.02056640065782156,0.118858836662697,0.1266724334862321,0.007813596823535107
xgboost,unweighted,1.0,773.7010836478753,456,42,True,False,True,0.8345775848474781,0.817585978020491,-0.016991606826987082,0.1200862814016881,0.1302801506829888,0.010193869281300685
xgboost,unweighted,1.0,773.7010836478753,456,456,True,False,True,0.8357479352888872,0.8153872171997595,-0.02036071808912776,0.1149675152895575,0.132611691238995,0.0176441759494375
xgboost,unweighted,1.0,773.7010836478753,456,789,True,False,True,0.8334657815065373,0.8155826642678626,-0.01788311723867464,0.1208524593205984,0.1311038123548814,0.010251353034282984
xgboost,unweighted,1.0,773.7010836478753,789,123,True,False,True,0.842337079612535,0.8253448223980756,-0.016992257214459405,0.1092371250040663,0.115171063051713,0.005933938047646706
xgboost,unweighted,1.0,773.7010836478753,789,42,True,False,True,0.8392160059802548,0.824915587634431,-0.014300418345823851,0.1109971010169506,0.1203288396960146,0.009331738679064006
xgboost,unweighted,1.0,773.7010836478753,789,456,True,False,True,0.8405271506468719,0.824542498861577,-0.015984651785294846,0.1075859415976361,0.1185742174938334,0.010988275896197303
xgboost,unweighted,1.0,773.7010836478753,789,789,True,False,True,0.8398015516993577,0.8234770459056854,-0.016324505793672284,0.1103802313532524,0.1219950354364863,0.011614804083233898
xgboost,unweighted,1.0,2000.0,123,123,True,False,True,0.841324853088602,0.8202569119988873,-0.02106794108971477,0.109794207446445,0.12374167539853138,0.013947467952086387
xgboost,unweighted,1.0,2000.0,123,42,True,False,True,0.8409199819693604,0.8205839861971842,-0.020335995772176152,0.1123512927184378,0.12818344829601935,0.015832155577581553
xgboost,unweighted,1.0,2000.0,123,456,True,False,True,0.8426204388549638,0.8194553792946268,-0.023165059560337098,0.1084658440207706,0.12403510926486788,0.015569265244097283
xgboost,unweighted,1.0,2000.0,123,789,True,False,True,0.843971650147884,0.8203426527915456,-0.023628997356338388,0.1081962258174196,0.12143710916824203,0.013240883350822436
xgboost,unweighted,1.0,2000.0,42,123,True,False,True,0.815903493251223,0.7909448653487782,-0.024958627902444852,0.131157230773017,0.1472523221581985,0.016095091385181504
xgboost,unweighted,1.0,2000.0,42,42,True,False,True,0.817257678698113,0.7903597793097741,-0.026897899388338975,0.1313758764525216,0.14794502910679602,0.016569152654274416
xgboost,unweighted,1.0,2000.0,42,456,True,False,True,0.8166811773286371,0.7893347666287236,-0.027346410699913504,0.1340449985770076,0.1481954613208934,0.014150462743885789
xgboost,unweighted,1.0,2000.0,42,789,True,False,True,0.817807052643664,0.7930534853621353,-0.024753567281528777,0.1255692042321404,0.15223670676585083,0.02666750253371042
xgboost,unweighted,1.0,2000.0,456,123,True,False,True,0.8374490119526069,0.8114001795436012,-0.026048832409005684,0.118858836662697,0.13213183150920846,0.013272994846511454
xgboost,unweighted,1.0,2000.0,456,42,True,False,True,0.8345775848474781,0.8136286360447634,-0.020948948802714695,0.1200862814016881,0.13538204564273162,0.015295764241043522
xgboost,unweighted,1.0,2000.0,456,456,True,False,True,0.8357479352888872,0.809437697048389,-0.026310238240498274,0.1149675152895575,0.13855105731212344,0.023583542022565948
xgboost,unweighted,1.0,2000.0,456,789,True,False,True,0.8334657815065373,0.8089047551206938,-0.024561026385843454,0.1208524593205984,0.13206595497168597,0.011213495651087563
xgboost,unweighted,1.0,2000.0,789,123,True,False,True,0.842337079612535,0.816504727348849,-0.025832352263685965,0.1092371250040663,0.12487858411114898,0.015641459107082686
xgboost,unweighted,1.0,2000.0,789,42,True,False,True,0.8392160059802548,0.8177357318166251,-0.021480274163629742,0.1109971010169506,0.12628952406011854,0.015292423043167941
xgboost,unweighted,1.0,2000.0,789,456,True,False,True,0.8405271506468719,0.8170556586124103,-0.02347149203446164,0.1075859415976361,0.13158737234922668,0.024001430751590586
xgboost,unweighted,1.0,2000.0,789,789,True,False,True,0.8398015516993577,0.8179643839380091,-0.021837167761348586,0.1103802313532524,0.1225233475810516,0.012143116227799206
xgboost,unweighted,1.0,5000.0,123,123,True,False,True,0.841324853088602,0.8131655775663309,-0.028159275522271154,0.109794207446445,0.1307098817147945,0.020915674268349504
xgboost,unweighted,1.0,5000.0,123,42,True,False,True,0.8409199819693604,0.8130783763297488,-0.027841605639611577,0.1123512927184378,0.1317406376189202,0.019389344900482386
xgboost,unweighted,1.0,5000.0,123,456,True,False,True,0.8426204388549638,0.814517889996875,-0.028102548858088827,0.1084658440207706,0.13013362465169098,0.021667780630920383
xgboost,unweighted,1.0,5000.0,123,789,True,False,True,0.843971650147884,0.8173643457265253,-0.026607304421358724,0.1081962258174196,0.12833672493424178,0.020140499116822183
xgboost,unweighted,1.0,5000.0,42,123,True,False,True,0.815903493251223,0.7850495371139968,-0.03085395613722619,0.131157230773017,0.15598333818898105,0.024826107415964055
xgboost,unweighted,1.0,5000.0,42,42,True,False,True,0.817257678698113,0.7861335439671185,-0.031124134730994513,0.1313758764525216,0.1594686699785216,0.028092793526
xgboost,unweighted,1.0,5000.0,42,456,True,False,True,0.8166811773286371,0.7835858681482414,-0.033095309180395716,0.1340449985770076,0.1505479611011921,0.016502962524184484
xgboost,unweighted,1.0,5000.0,42,789,True,False,True,0.817807052643664,0.7863413120725083,-0.0314657405711557,0.1255692042321404,0.1535280381665949,0.027958833934454502
xgboost,unweighted,1.0,5000.0,456,123,True,False,True,0.8374490119526069,0.8043435204132102,-0.03310549153939668,0.118858836662697,0.14181231539667777,0.022953478733980764
xgboost,unweighted,1.0,5000.0,456,42,True,False,True,0.8345775848474781,0.8056054060658977,-0.028972178781580427,0.1200862814016881,0.14091480631565528,0.02082852491396718
xgboost,unweighted,1.0,5000.0,456,456,True,False,True,0.8357479352888872,0.8031415849138309,-0.032606350375056325,0.1149675152895575,0.14190390052111884,0.026936385231561347
xgboost,unweighted,1.0,5000.0,456,789,True,False,True,0.8334657815065373,0.8010344889675473,-0.03243129253899002,0.1208524593205984,0.13709984109218448,0.016247381771586078
xgboost,unweighted,1.0,5000.0,789,123,True,False,True,0.842337079612535,0.8139634616387778,-0.02837361797375726,0.1092371250040663,0.1283637962117952,0.0191266712077289
xgboost,unweighted,1.0,5000.0,789,42,True,False,True,0.8392160059802548,0.8100413033693843,-0.029174702610870518,0.1109971010169506,0.13583202313038747,0.02483492211343688
xgboost,unweighted,1.0,5000.0,789,456,True,False,True,0.8405271506468719,0.8124436394309713,-0.02808351121590058,0.1075859415976361,0.12842527108484575,0.02083932948720965
xgboost,unweighted,1.0,5000.0,789,789,True,False,True,0.8398015516993577,0.8084282354242955,-0.031373316275062124,0.1103802313532524,0.13325165242870743,0.022871421075455034
decision_tree,default,773.7010836478753,1.0,123,123,True,False,True,0.745346620759228,0.7674547839989712,0.022108163239743184,0.1211559281490905,0.1831234650863708,0.06196753693728031
decision_tree,default,773.7010836478753,1.0,123,42,True,False,True,0.7453351246651442,0.7660834404692739,0.020748315804129724,0.1211643209336306,0.1831245141844384,0.0619601932508078
decision_tree,default,773.7010836478753,1.0,123,456,True,False,True,0.7453480598658605,0.7674547839989712,0.022106724133110656,0.121154879051023,0.1831234650863708,0.061968586035347814
