cell_id,learner,csl_variant,split_seed,model_seed,R_level,R_eval,threshold_B,threshold_C,threshold_gap,rules_agree,test_ner_B,test_ner_C,delta_ner_test
xgboost__unweighted__split42__model456,xgboost,unweighted,42,456,R_x1,773.7010836478753,0.0021981198806315,0.0021981198806315,0.0,True,0.1340449985770076,0.1340449985770076,0.0
xgboost__unweighted__split42__model789,xgboost,unweighted,42,789,val_class_ratio,773.6688311688312,0.0013564806431531,0.0013564806431531,0.0,True,0.1255703107585268,0.1255703107585268,0.0
xgboost__unweighted__split42__model789,xgboost,unweighted,42,789,R_x1,773.7010836478753,0.0013564806431531,0.0013564806431531,0.0,True,0.1255692042321404,0.1255692042321404,0.0
xgboost__unweighted__split123__model42,xgboost,unweighted,123,42,val_class_ratio,773.6688311688312,0.0017570934724062,0.0017570934724062,0.0,True,0.1123521527572263,0.1123521527572263,0.0
xgboost__unweighted__split123__model42,xgboost,unweighted,123,42,R_x1,773.7010836478753,0.0017570934724062,0.0017570934724062,0.0,True,0.1123512927184378,0.1123512927184378,0.0
xgboost__unweighted__split123__model123,xgboost,unweighted,123,123,val_class_ratio,773.6688311688312,0.0012808406027033,0.0012808406027033,0.0,True,0.1097953669353014,0.1097953669353014,0.0
xgboost__unweighted__split123__model123,xgboost,unweighted,123,123,R_x1,773.7010836478753,0.0012808406027033,0.0012808406027033,0.0,True,0.109794207446445,0.109794207446445,0.0
xgboost__unweighted__split123__model456,xgboost,unweighted,123,456,val_class_ratio,773.6688311688312,0.0015902656596153,0.0015902656596153,0.0,True,0.1084668127835067,0.1084668127835067,0.0
xgboost__unweighted__split123__model456,xgboost,unweighted,123,456,R_x1,773.7010836478753,0.0015902656596153,0.0015902656596153,0.0,True,0.1084658440207706,0.1084658440207706,0.0
xgboost__unweighted__split123__model789,xgboost,unweighted,123,789,val_class_ratio,773.6688311688312,0.0015989815583452,0.0015989815583452,0.0,True,0.1081971833403911,0.1081971833403911,0.0
xgboost__unweighted__split123__model789,xgboost,unweighted,123,789,R_x1,773.7010836478753,0.0015989815583452,0.0015989815583452,0.0,True,0.1081962258174196,0.1081962258174196,0.0
xgboost__unweighted__split456__model42,xgboost,unweighted,456,42,val_class_ratio,773.6688311688312,0.0010040823835879,0.0010040823835879,0.0,True,0.1200878022686533,0.1200878022686533,0.0
xgboost__unweighted__split456__model42,xgboost,unweighted,456,42,R_x1,773.7010836478753,0.0010040823835879,0.0010040823835879,0.0,True,0.1200862814016881,0.1200862814016881,0.0
xgboost__unweighted__split456__model123,xgboost,unweighted,456,123,val_class_ratio,773.6688311688312,0.0010284666204825,0.0010284666204825,0.0,True,0.1188603063603063,0.1188603063603063,0.0
xgboost__unweighted__split456__model123,xgboost,unweighted,456,123,R_x1,773.7010836478753,0.0010284666204825,0.0010284666204825,0.0,True,0.118858836662697,0.118858836662697,0.0
xgboost__unweighted__split456__model456,xgboost,unweighted,456,456,val_class_ratio,773.6688311688312,0.0010286488104611,0.0010286488104611,0.0,True,0.114969025791448,0.114969025791448,0.0
xgboost__unweighted__split456__model456,xgboost,unweighted,456,456,R_x1,773.7010836478753,0.0010286488104611,0.0010286488104611,0.0,True,0.1149675152895575,0.1149675152895575,0.0
xgboost__unweighted__split456__model789,xgboost,unweighted,456,789,val_class_ratio,773.6688311688312,0.0016510800924152,0.0016510800924152,0.0,True,0.1208533692167079,0.1208533692167079,0.0
xgboost__unweighted__split456__model789,xgboost,unweighted,456,789,R_x1,773.7010836478753,0.0016510800924152,0.0016510800924152,0.0,True,0.1208524593205984,0.1208524593205984,0.0
xgboost__unweighted__split789__model42,xgboost,unweighted,789,42,val_class_ratio,773.6688311688312,0.0011638585710898,0.0011638585710898,0.0,True,0.1109983783265289,0.1109983783265289,0.0
xgboost__unweighted__split789__model42,xgboost,unweighted,789,42,R_x1,773.7010836478753,0.0011638585710898,0.0011638585710898,0.0,True,0.1109971010169506,0.1109971010169506,0.0
xgboost__unweighted__split789__model123,xgboost,unweighted,789,123,val_class_ratio,773.6688311688312,0.001036437228322,0.001036437228322,0.0,True,0.1092385996436733,0.1092385996436733,0.0
xgboost__unweighted__split789__model123,xgboost,unweighted,789,123,R_x1,773.7010836478753,0.001036437228322,0.001036437228322,0.0,True,0.1092371250040663,0.1092371250040663,0.0
xgboost__unweighted__split789__model456,xgboost,unweighted,789,456,val_class_ratio,773.6688311688312,0.0009388300240971,0.0009388300240971,0.0,True,0.107587584265162,0.107587584265162,0.0
xgboost__unweighted__split789__model456,xgboost,unweighted,789,456,R_x1,773.7010836478753,0.0009388300240971,0.0009388300240971,0.0,True,0.1075859415976361,0.1075859415976361,0.0
xgboost__unweighted__split789__model789,xgboost,unweighted,789,789,val_class_ratio,773.6688311688312,0.0011961391428485,0.0011961391428485,0.0,True,0.1103814829469494,0.1103814829469494,0.0
xgboost__unweighted__split789__model789,xgboost,unweighted,789,789,R_x1,773.7010836478753,0.0011961391428485,0.0011961391428485,0.0,True,0.1103802313532524,0.1103802313532524,0.0
xgboost__weighted__split42__model42,xgboost,weighted,42,42,val_class_ratio,773.6688311688312,0.4471830129623413,0.4471830129623413,0.0,True,0.1422517403491217,0.1422517403491217,0.0
xgboost__weighted__split42__model42,xgboost,weighted,42,42,R_x1,773.7010836478753,0.4471830129623413,0.4471830129623413,0.0,True,0.1422510550296293,0.1422510550296293,0.0
xgboost__weighted__split42__model123,xgboost,weighted,42,123,val_class_ratio,773.6688311688312,0.4094126522541046,0.4094126522541046,0.0,True,0.1467564078038709,0.1467564078038709,0.0
xgboost__weighted__split42__model123,xgboost,weighted,42,123,R_x1,773.7010836478753,0.4094126522541046,0.4094126522541046,0.0,True,0.1467555685389662,0.1467555685389662,0.0
xgboost__weighted__split42__model456,xgboost,weighted,42,456,val_class_ratio,773.6688311688312,0.468712717294693,0.468712717294693,0.0,True,0.1493719387540991,0.1493719387540991,0.0
xgboost__weighted__split42__model456,xgboost,weighted,42,456,R_x1,773.7010836478753,0.468712717294693,0.468712717294693,0.0,True,0.1493712949823744,0.1493712949823744,0.0
xgboost__weighted__split42__model789,xgboost,weighted,42,789,val_class_ratio,773.6688311688312,0.4300681054592132,0.4300681054592132,0.0,True,0.1435023173771128,0.1435023173771128,0.0
xgboost__weighted__split42__model789,xgboost,weighted,42,789,R_x1,773.7010836478753,0.4300681054592132,0.4300681054592132,0.0,True,0.1435015799261058,0.1435015799261058,0.0
xgboost__weighted__split123__model42,xgboost,weighted,123,42,val_class_ratio,773.6688311688312,0.2896187305450439,0.2896187305450439,0.0,True,0.1194957320366485,0.1194957320366485,0.0
xgboost__weighted__split123__model42,xgboost,weighted,123,42,R_x1,773.7010836478753,0.2896187305450439,0.2896187305450439,0.0,True,0.1194941681786775,0.1194941681786775,0.0
xgboost__weighted__split123__model123,xgboost,weighted,123,123,val_class_ratio,773.6688311688312,0.3716185986995697,0.3716185986995697,0.0,True,0.116752955173577,0.116752955173577,0.0
xgboost__weighted__split123__model123,xgboost,weighted,123,123,R_x1,773.7010836478753,0.3716185986995697,0.3716185986995697,0.0,True,0.1167519455190908,0.1167519455190908,0.0
xgboost__weighted__split123__model456,xgboost,weighted,123,456,val_class_ratio,773.6688311688312,0.3958902955055237,0.3958902955055237,0.0,True,0.119108639587363,0.119108639587363,0.0
xgboost__weighted__split123__model456,xgboost,weighted,123,456,R_x1,773.7010836478753,0.3958902955055237,0.3958902955055237,0.0,True,0.1191077009139575,0.1191077009139575,0.0
xgboost__weighted__split123__model789,xgboost,weighted,123,789,val_class_ratio,773.6688311688312,0.3565203249454498,0.3565203249454498,0.0,True,0.1165703976874189,0.1165703976874189,0.0
xgboost__weighted__split123__model789,xgboost,weighted,123,789,R_x1,773.7010836478753,0.3565203249454498,0.3565203249454498,0.0,True,0.116569294134978,0.116569294134978,0.0
xgboost__weighted__split456__model42,xgboost,weighted,456,42,val_class_ratio,773.6688311688312,0.2191172391176223,0.2191172391176223,0.0,True,0.130282299533527,0.130282299533527,0.0
xgboost__weighted__split456__model42,xgboost,weighted,456,42,R_x1,773.7010836478753,0.2191172391176223,0.2191172391176223,0.0,True,0.1302801506829888,0.1302801506829888,0.0
xgboost__weighted__split456__model123,xgboost,weighted,456,123,val_class_ratio,773.6688311688312,0.3193224370479584,0.3193224370479584,0.0,True,0.1266736536785636,0.1266736536785636,0.0
xgboost__weighted__split456__model123,xgboost,weighted,456,123,R_x1,773.7010836478753,0.3193224370479584,0.3193224370479584,0.0,True,0.1266724334862321,0.1266724334862321,0.0
xgboost__weighted__split456__model456,xgboost,weighted,456,456,val_class_ratio,773.6688311688312,0.2855784893035888,0.2855784893035888,0.0,True,0.1326131928627837,0.1326131928627837,0.0
xgboost__weighted__split456__model456,xgboost,weighted,456,456,R_x1,773.7010836478753,0.2855784893035888,0.2855784893035888,0.0,True,0.132611691238995,0.132611691238995,0.0
xgboost__weighted__split456__model789,xgboost,weighted,456,789,val_class_ratio,773.6688311688312,0.2601685523986816,0.2601685523986816,0.0,True,0.1311055556554738,0.1311055556554738,0.0
xgboost__weighted__split456__model789,xgboost,weighted,456,789,R_x1,773.7010836478753,0.2601685523986816,0.2601685523986816,0.0,True,0.1311038123548814,0.1311038123548814,0.0
xgboost__weighted__split789__model42,xgboost,weighted,789,42,val_class_ratio,773.6688311688312,0.3288641273975372,0.3288641273975372,0.0,True,0.1203301676501349,0.1203301676501349,0.0
xgboost__weighted__split789__model42,xgboost,weighted,789,42,R_x1,773.7010836478753,0.3288641273975372,0.3288641273975372,0.0,True,0.1203288396960146,0.1203288396960146,0.0
xgboost__weighted__split789__model123,xgboost,weighted,789,123,val_class_ratio,773.6688311688312,0.419091135263443,0.419091135263443,0.0,True,0.1151719052905632,0.1151719052905632,0.0
xgboost__weighted__split789__model123,xgboost,weighted,789,123,R_x1,773.7010836478753,0.419091135263443,0.419091135263443,0.0,True,0.115171063051713,0.115171063051713,0.0
xgboost__weighted__split789__model456,xgboost,weighted,789,456,val_class_ratio,773.6688311688312,0.3066228330135345,0.3066228330135345,0.0,True,0.1185756414888984,0.1185756414888984,0.0
xgboost__weighted__split789__model456,xgboost,weighted,789,456,R_x1,773.7010836478753,0.3066228330135345,0.3066228330135345,0.0,True,0.1185742174938334,0.1185742174938334,0.0
xgboost__weighted__split789__model789,xgboost,weighted,789,789,val_class_ratio,773.6688311688312,0.4069646596908569,0.4069646596908569,0.0,True,0.1219958914517015,0.1219958914517015,0.0
xgboost__weighted__split789__model789,xgboost,weighted,789,789,R_x1,773.7010836478753,0.4069646596908569,0.4069646596908569,0.0,True,0.1219950354364863,0.1219950354364863,0.0
