experiment_id,cell_id,learner,csl_variant,csl_mechanism,config,level,feature_set,split,split_strategy,split_seed,model_seed,deterministic_in_model_seed,R_train,R_eval,is_default_R_train,r_train_parameter,r_train_reached_estimator,threshold_rule,threshold_selected_on,train_prevalence,val_prevalence,test_prevalence,train_n_positive,train_n_negative,val_n_positive,val_n_negative,test_n_positive,test_n_negative,n_train,fit_seconds,git_sha,git_dirty,python_version,sklearn_version,xgboost_version,timestamp_utc,pr_auc,roc_auc,brier,threshold,tp,fp,fn,tn,precision,recall,f1,mcc,n_flagged,alert_rate,R,ner,total_risk,recall_at_100,precision_at_100,recall_at_500,precision_at_500,recall_at_1000,precision_at_1000,recall_at_5000,precision_at_5000,source
E2_training_cost_sweep,decision_tree__weighted__R10__split789__model42,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,789,42,False,10.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,62.71703339999658,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T16:53:18+00:00,0.7766878144967572,0.9777554353810803,0.0006509888549829161,0.019003665074706078,1104,20997,128,932165,0.04995249083751867,0.8961038961038961,0.09462992328461835,0.2086677313240207,22101,0.02315710283174454,773.7010836478753,0.12592401601969094,120030.73870692801,0.07954545454545454,0.98,0.4025974025974026,0.992,0.724025974025974,0.892,0.8222402597402597,0.2026,E2
E2_training_cost_sweep,decision_tree__weighted__R10__split789__model456,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,789,456,False,10.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,62.35089169999992,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T16:55:30+00:00,0.7766654765197472,0.977754549743755,0.0006516250544902581,0.019003665074706078,1104,21001,128,932161,0.04994345170775843,0.8961038961038961,0.09461370356086901,0.20864829663389595,22105,0.02316129397292942,773.7010836478753,0.12592821241196098,120034.73870692801,0.08116883116883117,1.0,0.4017857142857143,0.99,0.7232142857142857,0.891,0.8222402597402597,0.2026,E2
E2_training_cost_sweep,decision_tree__weighted__R10__split789__model789,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,789,789,False,10.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,63.399191000004066,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T16:56:38+00:00,0.7766706305437089,0.9777551705414571,0.000651534754115695,0.019003665074706078,1104,20998,128,932164,0.04995023074834857,0.8961038961038961,0.09462586783234765,0.20866287216171092,22102,0.02315815061704076,773.7010836478753,0.12592506511775844,120031.73870692801,0.08116883116883117,1.0,0.4017857142857143,0.99,0.7248376623376623,0.893,0.8238636363636364,0.203,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split123__model123,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,123,123,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,35.82219179999083,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T12:29:35+00:00,0.6882876603914104,0.9816849532664171,0.0831363764904719,0.8659225106239319,1105,26941,127,926221,0.03939955786921486,0.8969155844155844,0.07548329803948357,0.18467637706392775,28046,0.029386186417768762,773.7010836478753,0.13134816662130458,125201.03762328012,0.08116883116883117,1.0,0.4025974025974026,0.992,0.625,0.77,0.8092532467532467,0.1994,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split123__model42,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,123,42,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,37.81427459999395,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T12:28:55+00:00,0.6882876603914104,0.9816849532664171,0.0831363764904719,0.8659225106239319,1105,26941,127,926221,0.03939955786921486,0.8969155844155844,0.07548329803948357,0.18467637706392775,28046,0.029386186417768762,773.7010836478753,0.13134816662130458,125201.03762328012,0.08116883116883117,1.0,0.4025974025974026,0.992,0.625,0.77,0.8092532467532467,0.1994,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split123__model456,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,123,456,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,33.97406300000148,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T12:30:12+00:00,0.6882904033293749,0.9816853747957208,0.08313437994882004,0.8659225106239319,1105,26939,127,926223,0.0394023677078876,0.8969155844155844,0.07548845470692718,0.18468320892935902,28044,0.029384090847176324,773.7010836478753,0.13134606842516955,125199.03762328012,0.08116883116883117,1.0,0.4017857142857143,0.99,0.625,0.77,0.8125,0.2002,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split123__model789,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,123,789,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,34.83464990000357,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T12:30:50+00:00,0.6882904033293749,0.9816853747957208,0.08313437994882004,0.8659225106239319,1105,26939,127,926223,0.0394023677078876,0.8969155844155844,0.07548845470692718,0.18468320892935902,28044,0.029384090847176324,773.7010836478753,0.13134606842516955,125199.03762328012,0.08116883116883117,1.0,0.4017857142857143,0.99,0.625,0.77,0.8125,0.2002,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split42__model123,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,42,123,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,32.28503240000282,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T09:58:26+00:00,0.6738029778863465,0.9802586428699369,0.0807188162698777,0.8558317422866821,1086,27904,146,925258,0.037461193515005174,0.8814935064935064,0.07186817550129045,0.1782993596327725,28990,0.030375295737399857,773.7010836478753,0.1477805259823983,140864.35821258978,0.08035714285714286,0.99,0.39935064935064934,0.984,0.6298701298701299,0.776,0.7800324675324676,0.1922,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split42__model42,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,42,42,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,34.25052890001098,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T09:57:51+00:00,0.6738029778863465,0.9802586428699369,0.0807188162698777,0.8558317422866821,1086,27904,146,925258,0.037461193515005174,0.8814935064935064,0.07186817550129045,0.1782993596327725,28990,0.030375295737399857,773.7010836478753,0.1477805259823983,140864.35821258978,0.08035714285714286,0.99,0.39935064935064934,0.984,0.6298701298701299,0.776,0.7800324675324676,0.1922,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split42__model456,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,42,456,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,40.209440699996776,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T09:59:10+00:00,0.6738029778863465,0.9802586428699369,0.0807188162698777,0.8558317422866821,1086,27904,146,925258,0.037461193515005174,0.8814935064935064,0.07186817550129045,0.1782993596327725,28990,0.030375295737399857,773.7010836478753,0.1477805259823983,140864.35821258978,0.08035714285714286,0.99,0.39935064935064934,0.984,0.6298701298701299,0.776,0.7800324675324676,0.1922,E2
E2_training_cost_sweep,decision_tree__weighted__R2000__split42__model789,decision_tree,weighted,class_weighting,E,algorithm+decision,no_origin_balance,test,stratified,42,789,False,2000.0,773.7010836478753,False,class_weight[1],True,ner_optimal,val,0.001290797995614565,0.0012908741900602688,0.0012908714849422776,5749,4448085,1232,953160,1232,953162,4453834,40.83775150000292,b2e6f6243676544cb68b25aac83ba18d5eb139e5,True,3.14.4,1.8.0,3.4.0,2026-08-28T09:59:54+00:00,0.6738029778863465,0.9802586428699369,0.0807188162698777,0.8558317422866821,1086,27904,146,925258,0.037461193515005174,0.8814935064935064,0.07186817550129045,0.1782993596327725,28990,0.030375295737399857,773.7010836478753,0.1477805259823983,140864.35821258978,0.08035714285714286,0.99,0.39935064935064934,0.984,0.6298701298701299,0.776,0.7800324675324676,0.1922,E2
