learner,config,variant,level,threshold_rule,split,seed,feature_set,fit_seconds,n_train,pr_auc,roc_auc,brier,threshold,tp,fp,fn,tn,precision,recall,f1,mcc,n_flagged,alert_rate,R,ner,total_risk,ner_severity_weighted,total_risk_severity_weighted,recall_at_100,precision_at_100,recall_at_500,precision_at_500,recall_at_1000,precision_at_1000,recall_at_5000,precision_at_5000
logistic_regression,A,unweighted,none,fixed,val,42,no_origin_balance,9.888451300008455,4453834,0.5422539210330158,0.9578038841784238,0.0007761498552311428,0.5,443,30,789,953130,0.9365750528541226,0.35957792207792205,0.5196480938416422,0.5800386602485668,473,0.0004956034836838532,773.7010836478753,0.6404535508641032,610480.1549981735,0.6034437008382193,455832.00869755266,0.08116883116883117,1.0,0.3717532467532468,0.916,0.502435064935065,0.619,0.6672077922077922,0.1644
logistic_regression,A,unweighted,none,fixed,test,42,no_origin_balance,9.888451300008455,4453834,0.5039687570139619,0.9545552646819798,0.0008164262003653779,0.5,420,55,812,953107,0.8842105263157894,0.3409090909090909,0.492091388400703,0.5487205518780807,475,0.000497698015704206,773.7010836478753,0.6591486094846222,628300.2799220745,0.6226914419178871,459964.58775063924,0.08116883116883117,1.0,0.3555194805194805,0.876,0.47564935064935066,0.586,0.6331168831168831,0.156
logistic_regression,B,unweighted,decision,youden,val,42,no_origin_balance,9.888451300008455,4453834,0.5422539210330158,0.9578038841784238,0.0007761498552311428,0.0020156772807240486,1032,57274,200,895886,0.017699722155524303,0.8376623376623377,0.03466693540260002,0.11657311490878769,58306,0.06109229750458931,773.7010836478753,0.22242370505644712,212014.216729575,0.21206339340501323,160189.39704358944,0.08116883116883117,1.0,0.3717532467532468,0.916,0.502435064935065,0.619,0.6672077922077922,0.1644
logistic_regression,B,unweighted,decision,youden,test,42,no_origin_balance,9.888451300008455,4453834,0.5039687570139619,0.9545552646819798,0.0008164262003653779,0.0020156772807240486,998,57146,234,896016,0.017164281783159055,0.810064935064935,0.03361627593640528,0.11260225739282739,58144,0.060922428263379694,773.7010836478753,0.24988682310120794,238192.05357360275,0.23414550374263612,172956.67300474856,0.08116883116883117,1.0,0.3555194805194805,0.876,0.47564935064935066,0.586,0.6331168831168831,0.156
logistic_regression,C,unweighted,decision,ner_optimal,val,42,no_origin_balance,9.888451300008455,4453834,0.5422539210330158,0.9578038841784238,0.0007761498552311428,0.0020156772807240486,1032,57274,200,895886,0.017699722155524303,0.8376623376623377,0.03466693540260002,0.11657311490878769,58306,0.06109229750458931,773.7010836478753,0.22242370505644712,212014.216729575,0.21206339340501323,160189.39704358944,0.08116883116883117,1.0,0.3717532467532468,0.916,0.502435064935065,0.619,0.6672077922077922,0.1644
logistic_regression,C,unweighted,decision,ner_optimal,test,42,no_origin_balance,9.888451300008455,4453834,0.5039687570139619,0.9545552646819798,0.0008164262003653779,0.0020156772807240486,998,57146,234,896016,0.017164281783159055,0.810064935064935,0.03361627593640528,0.11260225739282739,58144,0.060922428263379694,773.7010836478753,0.24988682310120794,238192.05357360275,0.23414550374263612,172956.67300474856,0.08116883116883117,1.0,0.3555194805194805,0.876,0.47564935064935066,0.586,0.6331168831168831,0.156
decision_tree,A,unweighted,none,fixed,val,42,no_origin_balance,60.61875630001305,4453834,0.7608247469900982,0.9764747791420254,0.0004008668423864359,0.5,835,9,397,953151,0.9893364928909952,0.6777597402597403,0.8044315992292871,0.8186824344198935,844,0.0008843326431906386,773.7010836478753,0.3222497016228673,307168.33020820643,0.2783943400046425,210294.76492682332,0.08116883116883117,1.0,0.40584415584415584,1.0,0.7191558441558441,0.886,0.8068181818181818,0.1988
decision_tree,A,unweighted,none,fixed,test,42,no_origin_balance,60.61875630001305,4453834,0.7297426212657876,0.9731520858721036,0.000444711466590677,0.5,803,21,429,953141,0.9745145631067961,0.6517857142857143,0.7811284046692607,0.7967810108767129,824,0.0008633750840847701,773.7010836478753,0.34823631677370337,331938.76488493837,0.30185042003215873,222968.3831607208,0.08116883116883117,1.0,0.40584415584415584,1.0,0.698051948051948,0.86,0.7840909090909091,0.1932
decision_tree,B,unweighted,decision,youden,val,42,no_origin_balance,60.61875630001305,4453834,0.7608247469900982,0.9764747791420254,0.0004008668423864359,0.003926701378077269,1094,21910,138,931250,0.04755694661797948,0.887987012987013,0.09027892391483743,0.20250582770049672,23004,0.024103303464404563,773.7010836478753,0.13499872567221416,128680.74954340678,0.12257220439501544,92589.1413934007,0.08116883116883117,1.0,0.40584415584415584,1.0,0.7191558441558441,0.886,0.8068181818181818,0.1988
decision_tree,B,unweighted,decision,youden,test,42,no_origin_balance,60.61875630001305,4453834,0.7297426212657876,0.9731520858721036,0.000444711466590677,0.003926701378077269,1072,21740,160,931422,0.046992810801332635,0.8701298701298701,0.08916985526534686,0.1991795528446559,22812,0.023902078177356522,773.7010836478753,0.15267752185787967,145532.17338366003,0.14071770083417504,103944.19273541946,0.08116883116883117,1.0,0.40584415584415584,1.0,0.698051948051948,0.86,0.7840909090909091,0.1932
